ticket_id,subject,body,language,category,priority,status,created_at,tenant_id
ML-20999,Impossible de se connecter,Ticket submitted in fr. Category: Access Management. Priority escalated by user.,fr,Access Management,Low,Open,2023-04-24 05:50:58,tenant_globex
ML-21000,Kann mich nicht anmelden,Ticket submitted in de. Category: Email. Priority escalated by user.,de,Email,Critical,Escalated,2023-05-17 11:06:53,tenant_globex
ML-21001,Passwort zurücksetzen,Ticket submitted in de. Category: Network. Priority escalated by user.,de,Network,Critical,Closed,2023-03-28 02:30:50,tenant_acme
ML-21002,Kann mich nicht anmelden,Ticket submitted in de. Category: Network. Priority escalated by user.,de,Network,Low,Escalated,2023-06-05 21:24:41,tenant_globex
ML-21003,Kan niet inloggen,Ticket submitted in nl. Category: Access Management. Priority escalated by user.,nl,Access Management,Critical,Open,2024-05-03 14:10:44,tenant_globex
ML-21004,Systeem down,Ticket submitted in nl. Category: Access Management. Priority escalated by user.,nl,Access Management,High,Open,2024-01-20 20:54:39,tenant_globex
ML-21005,System ausgefallen,Ticket submitted in de. Category: Email. Priority escalated by user.,de,Email,Critical,Closed,2023-01-26 20:22:43,tenant_initech
ML-21006,Restablecer contraseña,Ticket submitted in es. Category: Security. Priority escalated by user.,es,Security,Low,Closed,2024-02-16 21:52:33,tenant_globex
ML-21007,Passwort zurücksetzen,Ticket submitted in de. Category: Printing. Priority escalated by user.,de,Printing,High,Closed,2023-12-12 21:47:34,tenant_initech
ML-21008,Screen broken,Ticket submitted in en. Category: Security. Priority escalated by user.,en,Security,Critical,Open,2023-04-13 08:27:47,tenant_initech
ML-21009,Não consigo fazer login,Ticket submitted in pt. Category: Access Management. Priority escalated by user.,pt,Access Management,Low,Escalated,2024-06-27 02:19:52,tenant_initech
ML-21010,Screen broken,Ticket submitted in en. Category: Email. Priority escalated by user.,en,Email,Critical,Resolved,2023-01-14 23:58:40,tenant_acme
ML-21011,Software-Zugriff benötigt,Ticket submitted in de. Category: Security. Priority escalated by user.,de,Security,Low,In Progress,2023-08-16 00:19:46,tenant_acme
ML-21012,Password reset,Ticket submitted in en. Category: Network. Priority escalated by user.,en,Network,Medium,Open,2023-03-08 12:55:48,tenant_initech
ML-21013,Tela quebrada,Ticket submitted in pt. Category: Printing. Priority escalated by user.,pt,Printing,Critical,Open,2024-06-05 06:43:09,tenant_acme
ML-21014,Passwort zurücksetzen,Ticket submitted in de. Category: Cloud. Priority escalated by user.,de,Cloud,High,Escalated,2023-11-21 05:05:18,tenant_globex
ML-21015,Impossible de se connecter,Ticket submitted in fr. Category: VPN. Priority escalated by user.,fr,VPN,Low,Closed,2023-06-21 09:05:57,tenant_initech
ML-21016,Systeem down,Ticket submitted in nl. Category: Cloud. Priority escalated by user.,nl,Cloud,Critical,Closed,2024-01-28 19:55:00,tenant_acme
ML-21017,Réinitialiser le mot de passe,Ticket submitted in fr. Category: Network. Priority escalated by user.,fr,Network,High,Closed,2023-02-12 02:07:02,tenant_globex
ML-21018,Password reset,Ticket submitted in en. Category: Software. Priority escalated by user.,en,Software,Low,In Progress,2023-05-14 05:38:47,tenant_initech
ML-21019,Cannot login,Ticket submitted in en. Category: Cloud. Priority escalated by user.,en,Cloud,High,Resolved,2024-01-08 11:30:40,tenant_globex
ML-21020,Não consigo fazer login,Ticket submitted in pt. Category: Cloud. Priority escalated by user.,pt,Cloud,Low,Closed,2023-05-25 10:16:54,tenant_acme
ML-21021,Redefinir senha,Ticket submitted in pt. Category: Network. Priority escalated by user.,pt,Network,Low,In Progress,2023-12-17 03:09:20,tenant_initech
ML-21022,Wachtwoord resetten,Ticket submitted in nl. Category: Database. Priority escalated by user.,nl,Database,High,Resolved,2023-04-03 17:16:06,tenant_initech
ML-21023,Redefinir senha,Ticket submitted in pt. Category: Hardware. Priority escalated by user.,pt,Hardware,High,In Progress,2023-08-15 11:34:27,tenant_acme
ML-21024,No puedo iniciar sesión,Ticket submitted in es. Category: Software. Priority escalated by user.,es,Software,Medium,Escalated,2023-10-11 18:02:11,tenant_initech
ML-21025,Kan niet inloggen,Ticket submitted in nl. Category: Cloud. Priority escalated by user.,nl,Cloud,High,Closed,2024-04-24 11:49:57,tenant_initech
ML-21026,Cannot login,Ticket submitted in en. Category: Security. Priority escalated by user.,en,Security,Medium,In Progress,2023-03-21 18:44:05,tenant_acme
ML-21027,System ausgefallen,Ticket submitted in de. Category: Printing. Priority escalated by user.,de,Printing,Low,In Progress,2023-05-12 01:33:39,tenant_acme
ML-21028,Réinitialiser le mot de passe,Ticket submitted in fr. Category: Email. Priority escalated by user.,fr,Email,Critical,Escalated,2024-01-29 02:07:25,tenant_acme
ML-21029,Écran cassé,Ticket submitted in fr. Category: Hardware. Priority escalated by user.,fr,Hardware,Low,Open,2023-12-12 06:44:50,tenant_initech
ML-21030,Screen broken,Ticket submitted in en. Category: Email. Priority escalated by user.,en,Email,High,Resolved,2023-09-27 10:56:28,tenant_initech
ML-21031,Pantalla rota,Ticket submitted in es. Category: Printing. Priority escalated by user.,es,Printing,Low,In Progress,2024-05-01 05:42:46,tenant_globex
ML-21032,Preciso de acesso ao software,Ticket submitted in pt. Category: Security. Priority escalated by user.,pt,Security,Critical,Open,2023-01-23 14:26:59,tenant_initech
ML-21033,Besoin d'accès logiciel,Ticket submitted in fr. Category: Security. Priority escalated by user.,fr,Security,High,Open,2024-06-24 13:03:05,tenant_initech
ML-21034,Wachtwoord resetten,Ticket submitted in nl. Category: Email. Priority escalated by user.,nl,Email,Medium,In Progress,2023-04-09 01:54:23,tenant_globex
ML-21035,Scherm kapot,Ticket submitted in nl. Category: Hardware. Priority escalated by user.,nl,Hardware,Critical,Escalated,2024-03-04 21:09:06,tenant_globex
ML-21036,Besoin d'accès logiciel,Ticket submitted in fr. Category: Software. Priority escalated by user.,fr,Software,Low,Open,2023-07-22 14:27:25,tenant_acme
ML-21037,Passwort zurücksetzen,Ticket submitted in de. Category: Network. Priority escalated by user.,de,Network,Medium,Escalated,2023-03-05 04:28:29,tenant_acme
ML-21038,Sistema caído,Ticket submitted in es. Category: Printing. Priority escalated by user.,es,Printing,High,Resolved,2024-05-09 23:30:32,tenant_acme
ML-21039,Pantalla rota,Ticket submitted in es. Category: Hardware. Priority escalated by user.,es,Hardware,High,Resolved,2023-11-05 16:29:45,tenant_globex
ML-21040,Software-Zugriff benötigt,Ticket submitted in de. Category: Access Management. Priority escalated by user.,de,Access Management,Medium,Escalated,2023-09-27 20:18:09,tenant_initech
ML-21041,Kann mich nicht anmelden,Ticket submitted in de. Category: Software. Priority escalated by user.,de,Software,Critical,In Progress,2023-03-28 17:14:45,tenant_acme
ML-21042,Preciso de acesso ao software,Ticket submitted in pt. Category: Email. Priority escalated by user.,pt,Email,Low,Open,2023-11-27 02:42:47,tenant_globex
ML-21043,Preciso de acesso ao software,Ticket submitted in pt. Category: Printing. Priority escalated by user.,pt,Printing,Medium,Closed,2023-12-30 13:11:09,tenant_acme
ML-21044,Sistema caído,Ticket submitted in es. Category: Software. Priority escalated by user.,es,Software,Medium,Open,2024-06-01 21:17:57,tenant_acme
ML-21045,System down,Ticket submitted in en. Category: Security. Priority escalated by user.,en,Security,Medium,Open,2024-02-21 01:14:45,tenant_initech
ML-21046,Cannot login,Ticket submitted in en. Category: Hardware. Priority escalated by user.,en,Hardware,Medium,Escalated,2024-03-12 18:47:28,tenant_globex
ML-21047,Passwort zurücksetzen,Ticket submitted in de. Category: Database. Priority escalated by user.,de,Database,Low,Open,2024-06-20 03:04:55,tenant_globex
ML-21048,Écran cassé,Ticket submitted in fr. Category: Cloud. Priority escalated by user.,fr,Cloud,Medium,Resolved,2023-01-02 22:04:29,tenant_acme
ML-21049,System down,Ticket submitted in en. Category: Access Management. Priority escalated by user.,en,Access Management,Critical,Open,2024-03-25 09:58:14,tenant_globex
ML-21050,Réinitialiser le mot de passe,Ticket submitted in fr. Category: Security. Priority escalated by user.,fr,Security,Medium,In Progress,2023-08-18 08:13:13,tenant_acme
ML-21051,System ausgefallen,Ticket submitted in de. Category: Printing. Priority escalated by user.,de,Printing,Low,Open,2024-03-06 13:51:44,tenant_initech
ML-21052,Besoin d'accès logiciel,Ticket submitted in fr. Category: Access Management. Priority escalated by user.,fr,Access Management,Low,Closed,2024-01-14 02:11:17,tenant_initech
ML-21053,Sistema caído,Ticket submitted in es. Category: Network. Priority escalated by user.,es,Network,High,Escalated,2024-04-19 09:07:56,tenant_globex
ML-21054,Preciso de acesso ao software,Ticket submitted in pt. Category: Hardware. Priority escalated by user.,pt,Hardware,High,Resolved,2023-10-02 18:52:40,tenant_globex
ML-21055,Password reset,Ticket submitted in en. Category: Software. Priority escalated by user.,en,Software,High,Open,2023-12-15 02:29:37,tenant_initech
ML-21056,Não consigo fazer login,Ticket submitted in pt. Category: Hardware. Priority escalated by user.,pt,Hardware,Low,Escalated,2023-05-07 02:37:25,tenant_initech
ML-21057,Système en panne,Ticket submitted in fr. Category: Access Management. Priority escalated by user.,fr,Access Management,Low,Open,2023-07-08 11:54:05,tenant_initech
ML-21058,No puedo iniciar sesión,Ticket submitted in es. Category: Hardware. Priority escalated by user.,es,Hardware,Critical,Resolved,2023-10-18 22:57:41,tenant_initech
ML-21059,Sistema caído,Ticket submitted in es. Category: Security. Priority escalated by user.,es,Security,Medium,Escalated,2024-01-16 01:33:54,tenant_acme
ML-21060,Não consigo fazer login,Ticket submitted in pt. Category: Network. Priority escalated by user.,pt,Network,High,Escalated,2023-04-18 05:37:04,tenant_acme
ML-21061,Password reset,Ticket submitted in en. Category: Access Management. Priority escalated by user.,en,Access Management,High,Escalated,2023-05-20 02:13:25,tenant_initech
ML-21062,Cannot login,Ticket submitted in en. Category: Software. Priority escalated by user.,en,Software,Medium,Open,2024-01-05 22:23:19,tenant_initech
ML-21063,Sistema caído,Ticket submitted in es. Category: Database. Priority escalated by user.,es,Database,Low,Escalated,2023-02-24 20:59:11,tenant_globex
ML-21064,Besoin d'accès logiciel,Ticket submitted in fr. Category: VPN. Priority escalated by user.,fr,VPN,Medium,Open,2024-02-29 08:02:35,tenant_initech
ML-21065,Tela quebrada,Ticket submitted in pt. Category: Security. Priority escalated by user.,pt,Security,Low,Closed,2024-04-30 20:02:29,tenant_globex
ML-21066,Passwort zurücksetzen,Ticket submitted in de. Category: VPN. Priority escalated by user.,de,VPN,Critical,In Progress,2023-02-23 14:28:05,tenant_initech
ML-21067,Écran cassé,Ticket submitted in fr. Category: Software. Priority escalated by user.,fr,Software,Critical,Resolved,2024-02-15 05:08:34,tenant_globex
ML-21068,Système en panne,Ticket submitted in fr. Category: Printing. Priority escalated by user.,fr,Printing,Low,Escalated,2023-05-03 17:45:57,tenant_acme
ML-21069,Sistema caído,Ticket submitted in es. Category: Hardware. Priority escalated by user.,es,Hardware,Low,In Progress,2023-05-28 19:39:24,tenant_initech
ML-21070,Kan niet inloggen,Ticket submitted in nl. Category: Database. Priority escalated by user.,nl,Database,Low,In Progress,2023-07-14 18:27:59,tenant_initech
ML-21071,Toegang tot software nodig,Ticket submitted in nl. Category: Cloud. Priority escalated by user.,nl,Cloud,Critical,Resolved,2023-02-25 16:38:35,tenant_globex
ML-21072,System down,Ticket submitted in en. Category: VPN. Priority escalated by user.,en,VPN,Medium,Closed,2023-03-12 06:25:32,tenant_acme
ML-21073,Password reset,Ticket submitted in en. Category: Software. Priority escalated by user.,en,Software,Critical,Closed,2023-12-08 19:57:52,tenant_globex
ML-21074,Système en panne,Ticket submitted in fr. Category: Software. Priority escalated by user.,fr,Software,Low,Resolved,2024-06-13 14:56:03,tenant_globex
ML-21075,System down,Ticket submitted in en. Category: Software. Priority escalated by user.,en,Software,Low,Closed,2024-02-21 17:49:59,tenant_initech
ML-21076,Impossible de se connecter,Ticket submitted in fr. Category: Security. Priority escalated by user.,fr,Security,High,In Progress,2024-02-16 21:19:08,tenant_initech
ML-21077,Réinitialiser le mot de passe,Ticket submitted in fr. Category: Cloud. Priority escalated by user.,fr,Cloud,Low,Escalated,2024-04-10 08:00:37,tenant_initech
ML-21078,Restablecer contraseña,Ticket submitted in es. Category: Database. Priority escalated by user.,es,Database,High,Resolved,2024-04-18 01:13:16,tenant_globex
ML-21079,System ausgefallen,Ticket submitted in de. Category: VPN. Priority escalated by user.,de,VPN,Low,Escalated,2023-12-30 05:56:03,tenant_acme
ML-21080,System down,Ticket submitted in en. Category: Software. Priority escalated by user.,en,Software,Medium,Closed,2023-01-19 18:20:48,tenant_initech
ML-21081,Necesito acceso al software,Ticket submitted in es. Category: Database. Priority escalated by user.,es,Database,Critical,Closed,2024-06-27 09:20:58,tenant_acme
ML-21082,Necesito acceso al software,Ticket submitted in es. Category: Access Management. Priority escalated by user.,es,Access Management,Low,Resolved,2023-08-02 03:24:48,tenant_initech
ML-21083,Impossible de se connecter,Ticket submitted in fr. Category: Printing. Priority escalated by user.,fr,Printing,Medium,Closed,2024-05-26 15:53:51,tenant_acme
ML-21084,Écran cassé,Ticket submitted in fr. Category: Database. Priority escalated by user.,fr,Database,High,Closed,2023-06-19 04:10:42,tenant_initech
ML-21085,Wachtwoord resetten,Ticket submitted in nl. Category: Cloud. Priority escalated by user.,nl,Cloud,Medium,Open,2023-10-14 01:51:12,tenant_acme
ML-21086,Wachtwoord resetten,Ticket submitted in nl. Category: Cloud. Priority escalated by user.,nl,Cloud,Medium,In Progress,2024-02-19 12:51:41,tenant_acme
ML-21087,Necesito acceso al software,Ticket submitted in es. Category: Hardware. Priority escalated by user.,es,Hardware,High,Escalated,2023-07-08 15:00:30,tenant_globex
ML-21088,Pantalla rota,Ticket submitted in es. Category: VPN. Priority escalated by user.,es,VPN,High,Resolved,2023-06-27 17:16:18,tenant_initech
ML-21089,Screen broken,Ticket submitted in en. Category: Cloud. Priority escalated by user.,en,Cloud,High,Escalated,2024-04-15 20:14:06,tenant_initech
ML-21090,Besoin d'accès logiciel,Ticket submitted in fr. Category: VPN. Priority escalated by user.,fr,VPN,Low,Open,2023-01-13 12:34:53,tenant_acme
ML-21091,No puedo iniciar sesión,Ticket submitted in es. Category: Software. Priority escalated by user.,es,Software,Low,In Progress,2023-11-16 05:04:42,tenant_globex
ML-21092,Cannot login,Ticket submitted in en. Category: VPN. Priority escalated by user.,en,VPN,High,Escalated,2023-06-27 00:05:29,tenant_globex
ML-21093,Necesito acceso al software,Ticket submitted in es. Category: Email. Priority escalated by user.,es,Email,Medium,Open,2023-03-17 19:58:45,tenant_acme
ML-21094,Systeem down,Ticket submitted in nl. Category: Database. Priority escalated by user.,nl,Database,Low,Resolved,2023-09-11 22:40:34,tenant_initech
ML-21095,Sistema caído,Ticket submitted in es. Category: Access Management. Priority escalated by user.,es,Access Management,High,Resolved,2024-03-25 00:33:47,tenant_initech
ML-21096,Passwort zurücksetzen,Ticket submitted in de. Category: Access Management. Priority escalated by user.,de,Access Management,Low,In Progress,2024-05-31 06:46:45,tenant_initech
ML-21097,Wachtwoord resetten,Ticket submitted in nl. Category: Email. Priority escalated by user.,nl,Email,Low,Closed,2023-10-15 05:30:17,tenant_acme
ML-21098,Système en panne,Ticket submitted in fr. Category: VPN. Priority escalated by user.,fr,VPN,High,Escalated,2023-06-01 08:01:39,tenant_initech
ML-21099,Passwort zurücksetzen,Ticket submitted in de. Category: Software. Priority escalated by user.,de,Software,High,Resolved,2024-02-12 02:36:21,tenant_globex
ML-21100,No puedo iniciar sesión,Ticket submitted in es. Category: Hardware. Priority escalated by user.,es,Hardware,Medium,In Progress,2024-01-29 05:27:50,tenant_acme
ML-21101,Preciso de acesso ao software,Ticket submitted in pt. Category: Security. Priority escalated by user.,pt,Security,Medium,Open,2023-07-01 21:55:54,tenant_acme
ML-21102,Wachtwoord resetten,Ticket submitted in nl. Category: Security. Priority escalated by user.,nl,Security,High,Open,2024-03-01 17:36:25,tenant_globex
ML-21103,Systeem down,Ticket submitted in nl. Category: Access Management. Priority escalated by user.,nl,Access Management,Medium,In Progress,2023-01-11 18:02:10,tenant_globex
ML-21104,System ausgefallen,Ticket submitted in de. Category: Network. Priority escalated by user.,de,Network,Low,Escalated,2023-02-25 09:57:46,tenant_initech
ML-21105,Wachtwoord resetten,Ticket submitted in nl. Category: Network. Priority escalated by user.,nl,Network,Low,Escalated,2024-03-30 02:47:23,tenant_initech
ML-21106,Besoin d'accès logiciel,Ticket submitted in fr. Category: Software. Priority escalated by user.,fr,Software,Critical,In Progress,2023-03-13 07:06:29,tenant_initech
ML-21107,System ausgefallen,Ticket submitted in de. Category: Hardware. Priority escalated by user.,de,Hardware,Low,Resolved,2023-05-03 10:19:26,tenant_initech
ML-21108,Scherm kapot,Ticket submitted in nl. Category: VPN. Priority escalated by user.,nl,VPN,Low,Closed,2023-06-19 08:04:10,tenant_acme
ML-21109,Systeem down,Ticket submitted in nl. Category: VPN. Priority escalated by user.,nl,VPN,High,Escalated,2023-11-23 00:05:21,tenant_acme
ML-21110,Tela quebrada,Ticket submitted in pt. Category: Hardware. Priority escalated by user.,pt,Hardware,Critical,Closed,2024-05-26 11:56:44,tenant_globex
ML-21111,Tela quebrada,Ticket submitted in pt. Category: Access Management. Priority escalated by user.,pt,Access Management,Low,In Progress,2024-04-14 20:24:04,tenant_globex
ML-21112,Bildschirm defekt,Ticket submitted in de. Category: Software. Priority escalated by user.,de,Software,Medium,Escalated,2023-09-10 01:12:07,tenant_acme
ML-21113,Necesito acceso al software,Ticket submitted in es. Category: Security. Priority escalated by user.,es,Security,Low,In Progress,2023-10-28 19:35:47,tenant_globex
ML-21114,Écran cassé,Ticket submitted in fr. Category: VPN. Priority escalated by user.,fr,VPN,High,Escalated,2024-02-16 18:17:05,tenant_acme
ML-21115,Toegang tot software nodig,Ticket submitted in nl. Category: Software. Priority escalated by user.,nl,Software,Low,Resolved,2023-05-13 23:22:43,tenant_initech
ML-21116,System down,Ticket submitted in en. Category: Printing. Priority escalated by user.,en,Printing,High,In Progress,2023-09-23 21:24:16,tenant_globex
ML-21117,Besoin d'accès logiciel,Ticket submitted in fr. Category: Security. Priority escalated by user.,fr,Security,High,Escalated,2023-01-23 05:08:44,tenant_acme
ML-21118,Não consigo fazer login,Ticket submitted in pt. Category: Database. Priority escalated by user.,pt,Database,Critical,Resolved,2024-06-02 09:49:18,tenant_acme
ML-21119,System ausgefallen,Ticket submitted in de. Category: Access Management. Priority escalated by user.,de,Access Management,Critical,Closed,2024-02-19 23:40:03,tenant_acme
ML-21120,Kan niet inloggen,Ticket submitted in nl. Category: Software. Priority escalated by user.,nl,Software,Medium,Resolved,2023-05-11 00:16:12,tenant_globex
ML-21121,Password reset,Ticket submitted in en. Category: Cloud. Priority escalated by user.,en,Cloud,High,In Progress,2023-06-01 05:11:27,tenant_initech
ML-21122,Password reset,Ticket submitted in en. Category: Hardware. Priority escalated by user.,en,Hardware,Critical,Escalated,2023-01-01 19:53:15,tenant_acme
ML-21123,Wachtwoord resetten,Ticket submitted in nl. Category: Security. Priority escalated by user.,nl,Security,High,Open,2023-11-24 20:53:26,tenant_initech
ML-21124,Toegang tot software nodig,Ticket submitted in nl. Category: Software. Priority escalated by user.,nl,Software,Critical,In Progress,2023-04-05 23:15:22,tenant_globex
ML-21125,Réinitialiser le mot de passe,Ticket submitted in fr. Category: Access Management. Priority escalated by user.,fr,Access Management,Medium,Resolved,2023-02-26 09:20:15,tenant_initech
ML-21126,Kan niet inloggen,Ticket submitted in nl. Category: Email. Priority escalated by user.,nl,Email,Medium,Escalated,2023-05-08 05:06:14,tenant_initech
ML-21127,Restablecer contraseña,Ticket submitted in es. Category: Printing. Priority escalated by user.,es,Printing,Low,Escalated,2023-12-15 00:31:25,tenant_acme
ML-21128,Screen broken,Ticket submitted in en. Category: Network. Priority escalated by user.,en,Network,Medium,Escalated,2023-11-16 19:45:47,tenant_initech
ML-21129,Passwort zurücksetzen,Ticket submitted in de. Category: Printing. Priority escalated by user.,de,Printing,Critical,Closed,2024-05-22 11:04:34,tenant_initech
ML-21130,Passwort zurücksetzen,Ticket submitted in de. Category: Network. Priority escalated by user.,de,Network,Critical,Open,2024-03-28 04:12:57,tenant_globex
ML-21131,Besoin d'accès logiciel,Ticket submitted in fr. Category: Access Management. Priority escalated by user.,fr,Access Management,Medium,Open,2024-06-17 20:20:52,tenant_acme
ML-21132,Screen broken,Ticket submitted in en. Category: Network. Priority escalated by user.,en,Network,Critical,Closed,2023-05-03 23:47:12,tenant_initech
ML-21133,Toegang tot software nodig,Ticket submitted in nl. Category: Hardware. Priority escalated by user.,nl,Hardware,Medium,Escalated,2023-11-22 01:18:43,tenant_acme
ML-21134,Sistema caído,Ticket submitted in es. Category: Database. Priority escalated by user.,es,Database,Medium,Escalated,2023-12-24 11:12:49,tenant_acme
ML-21135,Necesito acceso al software,Ticket submitted in es. Category: Email. Priority escalated by user.,es,Email,Critical,In Progress,2023-09-24 00:10:43,tenant_acme
ML-21136,Passwort zurücksetzen,Ticket submitted in de. Category: Software. Priority escalated by user.,de,Software,Medium,In Progress,2023-01-02 12:51:24,tenant_initech
ML-21137,Besoin d'accès logiciel,Ticket submitted in fr. Category: Network. Priority escalated by user.,fr,Network,Low,Open,2024-02-25 22:49:43,tenant_acme
ML-21138,Sistema fora do ar,Ticket submitted in pt. Category: VPN. Priority escalated by user.,pt,VPN,Medium,Resolved,2024-04-16 20:18:15,tenant_initech
ML-21139,Software-Zugriff benötigt,Ticket submitted in de. Category: Cloud. Priority escalated by user.,de,Cloud,High,Resolved,2023-07-19 11:23:24,tenant_initech
ML-21140,Restablecer contraseña,Ticket submitted in es. Category: Database. Priority escalated by user.,es,Database,Critical,Resolved,2023-09-22 01:21:19,tenant_globex
ML-21141,Cannot login,Ticket submitted in en. Category: Network. Priority escalated by user.,en,Network,High,In Progress,2023-01-31 03:49:55,tenant_globex
ML-21142,Sistema caído,Ticket submitted in es. Category: VPN. Priority escalated by user.,es,VPN,High,Closed,2024-06-19 05:18:00,tenant_globex
ML-21143,Restablecer contraseña,Ticket submitted in es. Category: Security. Priority escalated by user.,es,Security,Critical,Escalated,2023-05-11 22:16:57,tenant_initech
ML-21144,Não consigo fazer login,Ticket submitted in pt. Category: Database. Priority escalated by user.,pt,Database,Critical,Open,2023-08-26 19:40:46,tenant_acme
ML-21145,Écran cassé,Ticket submitted in fr. Category: Database. Priority escalated by user.,fr,Database,Low,Open,2023-07-09 09:40:52,tenant_initech
ML-21146,Réinitialiser le mot de passe,Ticket submitted in fr. Category: Access Management. Priority escalated by user.,fr,Access Management,Medium,Open,2023-09-25 23:54:16,tenant_globex
ML-21147,Screen broken,Ticket submitted in en. Category: Security. Priority escalated by user.,en,Security,High,In Progress,2023-08-23 18:02:47,tenant_acme
ML-21148,Tela quebrada,Ticket submitted in pt. Category: Security. Priority escalated by user.,pt,Security,High,Resolved,2023-05-02 23:49:39,tenant_globex
ML-21149,Cannot login,Ticket submitted in en. Category: Printing. Priority escalated by user.,en,Printing,Medium,Open,2023-08-01 10:05:17,tenant_globex
ML-21150,Need software access,Ticket submitted in en. Category: Printing. Priority escalated by user.,en,Printing,Low,Escalated,2023-09-13 18:59:47,tenant_acme
ML-21151,Não consigo fazer login,Ticket submitted in pt. Category: Database. Priority escalated by user.,pt,Database,Critical,Closed,2023-03-16 16:48:04,tenant_globex
ML-21152,Impossible de se connecter,Ticket submitted in fr. Category: Hardware. Priority escalated by user.,fr,Hardware,Low,In Progress,2023-11-02 12:18:54,tenant_initech
ML-21153,Não consigo fazer login,Ticket submitted in pt. Category: Software. Priority escalated by user.,pt,Software,High,Resolved,2023-06-14 11:06:15,tenant_acme
ML-21154,Restablecer contraseña,Ticket submitted in es. Category: Email. Priority escalated by user.,es,Email,Medium,Closed,2024-03-26 10:50:50,tenant_initech
ML-21155,Redefinir senha,Ticket submitted in pt. Category: Hardware. Priority escalated by user.,pt,Hardware,High,Open,2023-01-08 21:58:10,tenant_acme
ML-21156,System ausgefallen,Ticket submitted in de. Category: Access Management. Priority escalated by user.,de,Access Management,Low,In Progress,2023-05-01 17:04:06,tenant_acme
ML-21157,System ausgefallen,Ticket submitted in de. Category: Database. Priority escalated by user.,de,Database,High,Escalated,2023-07-15 16:27:39,tenant_acme
ML-21158,Redefinir senha,Ticket submitted in pt. Category: Cloud. Priority escalated by user.,pt,Cloud,Medium,In Progress,2024-06-06 08:21:27,tenant_initech
ML-21159,Kan niet inloggen,Ticket submitted in nl. Category: Database. Priority escalated by user.,nl,Database,High,Closed,2023-08-20 18:07:56,tenant_initech
ML-21160,Redefinir senha,Ticket submitted in pt. Category: Access Management. Priority escalated by user.,pt,Access Management,Critical,In Progress,2023-06-11 18:05:54,tenant_acme
ML-21161,Software-Zugriff benötigt,Ticket submitted in de. Category: Email. Priority escalated by user.,de,Email,High,Escalated,2023-01-20 07:00:11,tenant_acme
ML-21162,Preciso de acesso ao software,Ticket submitted in pt. Category: Access Management. Priority escalated by user.,pt,Access Management,Low,Escalated,2023-09-30 15:57:00,tenant_initech
ML-21163,Bildschirm defekt,Ticket submitted in de. Category: Network. Priority escalated by user.,de,Network,Medium,Closed,2023-08-23 05:54:22,tenant_initech
ML-21164,Passwort zurücksetzen,Ticket submitted in de. Category: Cloud. Priority escalated by user.,de,Cloud,Low,Escalated,2023-03-24 10:03:46,tenant_globex
ML-21165,Scherm kapot,Ticket submitted in nl. Category: Cloud. Priority escalated by user.,nl,Cloud,Critical,In Progress,2023-07-15 22:29:27,tenant_initech
ML-21166,Besoin d'accès logiciel,Ticket submitted in fr. Category: Hardware. Priority escalated by user.,fr,Hardware,Critical,Closed,2024-06-27 13:16:09,tenant_acme
ML-21167,Preciso de acesso ao software,Ticket submitted in pt. Category: Network. Priority escalated by user.,pt,Network,Low,Escalated,2024-01-09 07:02:01,tenant_initech
ML-21168,Écran cassé,Ticket submitted in fr. Category: Network. Priority escalated by user.,fr,Network,Low,In Progress,2024-05-27 04:14:57,tenant_initech
ML-21169,Scherm kapot,Ticket submitted in nl. Category: Software. Priority escalated by user.,nl,Software,High,Open,2023-07-29 01:24:53,tenant_acme
ML-21170,Cannot login,Ticket submitted in en. Category: Database. Priority escalated by user.,en,Database,High,Escalated,2023-10-25 03:43:20,tenant_acme
ML-21171,Cannot login,Ticket submitted in en. Category: Software. Priority escalated by user.,en,Software,Low,Closed,2023-06-01 09:12:44,tenant_globex
ML-21172,Wachtwoord resetten,Ticket submitted in nl. Category: Hardware. Priority escalated by user.,nl,Hardware,Critical,Escalated,2023-04-24 04:35:47,tenant_initech
ML-21173,Wachtwoord resetten,Ticket submitted in nl. Category: Email. Priority escalated by user.,nl,Email,Medium,Open,2024-06-02 08:15:08,tenant_acme
ML-21174,Pantalla rota,Ticket submitted in es. Category: Security. Priority escalated by user.,es,Security,Critical,In Progress,2023-11-03 01:40:58,tenant_initech
ML-21175,Tela quebrada,Ticket submitted in pt. Category: Hardware. Priority escalated by user.,pt,Hardware,High,Closed,2024-02-16 03:38:00,tenant_acme
ML-21176,System down,Ticket submitted in en. Category: Printing. Priority escalated by user.,en,Printing,High,Closed,2023-11-12 10:12:43,tenant_globex
ML-21177,No puedo iniciar sesión,Ticket submitted in es. Category: Database. Priority escalated by user.,es,Database,Critical,Closed,2024-01-24 21:26:41,tenant_acme
ML-21178,Cannot login,Ticket submitted in en. Category: Hardware. Priority escalated by user.,en,Hardware,Critical,In Progress,2023-11-19 01:09:33,tenant_acme
ML-21179,Software-Zugriff benötigt,Ticket submitted in de. Category: Software. Priority escalated by user.,de,Software,High,Escalated,2023-07-31 08:10:54,tenant_initech
ML-21180,Système en panne,Ticket submitted in fr. Category: Network. Priority escalated by user.,fr,Network,High,In Progress,2024-03-19 14:22:58,tenant_acme
ML-21181,Bildschirm defekt,Ticket submitted in de. Category: Cloud. Priority escalated by user.,de,Cloud,Critical,In Progress,2023-09-19 08:02:06,tenant_acme
