ticket_id,created_at,category,priority,resolved,resolution_hours
TS-32532,2022-03-26 09:36:00,Printing,Medium,True,53
TS-32533,2022-03-26 10:24:00,Security,High,True,9
TS-32534,2022-03-26 11:12:00,VPN,Low,False,6
TS-32535,2022-03-26 12:00:00,Hardware,High,False,48
TS-32536,2022-03-26 12:48:00,Software,Medium,True,95
TS-32537,2022-03-26 13:36:00,Access Management,Critical,True,78
TS-32538,2022-03-26 14:24:00,Database,Low,True,89
TS-32539,2022-03-26 15:12:00,Cloud,Critical,True,41
TS-32540,2022-03-26 16:00:00,Hardware,Low,True,59
TS-32541,2022-03-26 16:48:00,Database,High,False,8
TS-32542,2022-03-26 17:36:00,Printing,High,True,15
TS-32543,2022-03-26 18:24:00,Printing,Low,True,78
TS-32544,2022-03-26 19:12:00,Software,Low,False,79
TS-32545,2022-03-26 20:00:00,Hardware,Medium,True,6
TS-32546,2022-03-26 20:48:00,Hardware,High,False,56
TS-32547,2022-03-26 21:36:00,Security,Medium,True,94
TS-32548,2022-03-26 22:24:00,Security,Low,True,1
TS-32549,2022-03-26 23:12:00,VPN,High,True,3
TS-32550,2022-03-27 00:00:00,Printing,Medium,True,29
TS-32551,2022-03-27 00:48:00,Database,Medium,True,11
TS-32552,2022-03-27 01:36:00,Network,High,False,57
TS-32553,2022-03-27 02:24:00,Database,Critical,False,67
TS-32554,2022-03-27 03:12:00,Access Management,Low,True,52
TS-32555,2022-03-27 04:00:00,Software,High,False,5
TS-32556,2022-03-27 04:48:00,Database,Critical,True,87
TS-32557,2022-03-27 05:36:00,Email,High,True,9
TS-32558,2022-03-27 06:24:00,Software,Medium,False,65
TS-32559,2022-03-27 07:12:00,Security,Low,True,5
TS-32560,2022-03-27 08:00:00,Hardware,Medium,True,96
TS-32561,2022-03-27 08:48:00,Hardware,Low,False,56
TS-32562,2022-03-27 09:36:00,Cloud,Medium,True,67
TS-32563,2022-03-27 10:24:00,Hardware,Low,False,61
TS-32564,2022-03-27 11:12:00,VPN,Low,True,40
TS-32565,2022-03-27 12:00:00,Email,Low,True,35
TS-32566,2022-03-27 12:48:00,Database,High,False,69
TS-32567,2022-03-27 13:36:00,Hardware,Medium,True,50
TS-32568,2022-03-27 14:24:00,Cloud,Low,True,81
TS-32569,2022-03-27 15:12:00,Software,High,True,3
TS-32570,2022-03-27 16:00:00,Software,High,True,40
TS-32571,2022-03-27 16:48:00,Cloud,Low,True,14
TS-32572,2022-03-27 17:36:00,Hardware,High,True,35
TS-32573,2022-03-27 18:24:00,Cloud,Low,True,67
TS-32574,2022-03-27 19:12:00,Software,Medium,False,58
TS-32575,2022-03-27 20:00:00,Access Management,Critical,True,85
TS-32576,2022-03-27 20:48:00,Hardware,Medium,False,61
TS-32577,2022-03-27 21:36:00,Hardware,Low,True,32
TS-32578,2022-03-27 22:24:00,Software,Medium,False,20
TS-32579,2022-03-27 23:12:00,Network,Medium,False,76
TS-32580,2022-03-28 00:00:00,VPN,High,True,7
TS-32581,2022-03-28 00:48:00,Printing,Medium,False,17
TS-32582,2022-03-28 01:36:00,Network,Medium,False,31
TS-32583,2022-03-28 02:24:00,Network,Medium,True,63
TS-32584,2022-03-28 03:12:00,Software,High,True,18
TS-32585,2022-03-28 04:00:00,Security,Low,True,25
TS-32586,2022-03-28 04:48:00,Security,High,True,25
TS-32587,2022-03-28 05:36:00,VPN,Medium,True,17
TS-32588,2022-03-28 06:24:00,Access Management,High,True,41
TS-32589,2022-03-28 07:12:00,Cloud,Medium,True,72
TS-32590,2022-03-28 08:00:00,VPN,High,True,96
TS-32591,2022-03-28 08:48:00,Security,Low,False,81
TS-32592,2022-03-28 09:36:00,Access Management,Low,False,8
TS-32593,2022-03-28 10:24:00,Cloud,Low,True,66
TS-32594,2022-03-28 11:12:00,Printing,Medium,True,4
TS-32595,2022-03-28 12:00:00,Security,Medium,True,86
TS-32596,2022-03-28 12:48:00,Security,High,True,5
TS-32597,2022-03-28 13:36:00,Cloud,High,False,65
TS-32598,2022-03-28 14:24:00,Database,High,True,55
TS-32599,2022-03-28 15:12:00,Software,Low,True,12
TS-32600,2022-03-28 16:00:00,Cloud,Low,True,96
TS-32601,2022-03-28 16:48:00,Cloud,Medium,True,47
TS-32602,2022-03-28 17:36:00,Software,Low,True,45
TS-32603,2022-03-28 18:24:00,Email,Medium,True,9
TS-32604,2022-03-28 19:12:00,Email,Low,True,75
TS-32605,2022-03-28 20:00:00,Software,High,True,3
TS-32606,2022-03-28 20:48:00,Software,Medium,True,40
TS-32607,2022-03-28 21:36:00,Software,Medium,True,94
TS-32608,2022-03-28 22:24:00,Cloud,High,False,73
TS-32609,2022-03-28 23:12:00,Access Management,Medium,True,56
TS-32610,2022-03-29 00:00:00,Printing,Low,False,14
TS-32611,2022-03-29 00:48:00,Access Management,Low,False,30
TS-32612,2022-03-29 01:36:00,VPN,High,True,37
TS-32613,2022-03-29 02:24:00,Hardware,Medium,True,42
TS-32614,2022-03-29 03:12:00,Security,Low,True,19
TS-32615,2022-03-29 04:00:00,VPN,Medium,True,88
TS-32616,2022-03-29 04:48:00,Email,Medium,True,75
TS-32617,2022-03-29 05:36:00,Printing,Critical,True,44
TS-32618,2022-03-29 06:24:00,Hardware,Medium,True,50
TS-32619,2022-03-29 07:12:00,Security,High,True,47
TS-32620,2022-03-29 08:00:00,Database,Critical,False,49
TS-32621,2022-03-29 08:48:00,Network,Low,True,73
TS-32622,2022-03-29 09:36:00,Database,Medium,True,35
TS-32623,2022-03-29 10:24:00,Network,Medium,False,5
TS-32624,2022-03-29 11:12:00,VPN,High,False,43
TS-32625,2022-03-29 12:00:00,Software,Critical,True,55
TS-32626,2022-03-29 12:48:00,Hardware,Medium,True,90
TS-32627,2022-03-29 13:36:00,Network,Low,False,50
TS-32628,2022-03-29 14:24:00,Security,Critical,False,32
TS-32629,2022-03-29 15:12:00,Hardware,Medium,True,23
TS-32630,2022-03-29 16:00:00,Database,Critical,False,27
TS-32631,2022-03-29 16:48:00,VPN,Medium,True,2
TS-32632,2022-03-29 17:36:00,Email,Medium,False,87
TS-32633,2022-03-29 18:24:00,VPN,Low,True,91
TS-32634,2022-03-29 19:12:00,Hardware,Medium,True,11
TS-32635,2022-03-29 20:00:00,Access Management,Low,True,8
TS-32636,2022-03-29 20:48:00,Network,Low,True,2
TS-32637,2022-03-29 21:36:00,Security,Low,True,13
TS-32638,2022-03-29 22:24:00,Database,Medium,True,86
TS-32639,2022-03-29 23:12:00,Printing,High,True,70
TS-32640,2022-03-30 00:00:00,Database,Medium,True,26
TS-32641,2022-03-30 00:48:00,Hardware,Medium,True,63
TS-32642,2022-03-30 01:36:00,Database,Medium,True,31
TS-32643,2022-03-30 02:24:00,Software,Low,True,92
TS-32644,2022-03-30 03:12:00,Access Management,Medium,True,39
TS-32645,2022-03-30 04:00:00,VPN,High,True,6
TS-32646,2022-03-30 04:48:00,Database,Medium,True,77
TS-32647,2022-03-30 05:36:00,Security,Low,True,37
TS-32648,2022-03-30 06:24:00,Access Management,Low,True,46
TS-32649,2022-03-30 07:12:00,Network,Medium,True,19
TS-32650,2022-03-30 08:00:00,Database,High,True,70
TS-32651,2022-03-30 08:48:00,Database,Low,False,54
TS-32652,2022-03-30 09:36:00,Cloud,Low,False,37
TS-32653,2022-03-30 10:24:00,Cloud,Medium,True,81
TS-32654,2022-03-30 11:12:00,Email,High,True,27
TS-32655,2022-03-30 12:00:00,Hardware,Medium,True,85
TS-32656,2022-03-30 12:48:00,VPN,Low,False,73
TS-32657,2022-03-30 13:36:00,Access Management,Low,True,1
TS-32658,2022-03-30 14:24:00,Cloud,High,False,4
TS-32659,2022-03-30 15:12:00,Network,Medium,True,42
TS-32660,2022-03-30 16:00:00,Security,High,True,8
TS-32661,2022-03-30 16:48:00,Security,Medium,False,91
TS-32662,2022-03-30 17:36:00,Network,High,True,69
TS-32663,2022-03-30 18:24:00,Software,Low,True,22
TS-32664,2022-03-30 19:12:00,Access Management,Medium,False,47
TS-32665,2022-03-30 20:00:00,Printing,Medium,False,95
TS-32666,2022-03-30 20:48:00,Printing,Low,True,8
TS-32667,2022-03-30 21:36:00,Printing,Low,True,69
TS-32668,2022-03-30 22:24:00,Database,Medium,True,12
TS-32669,2022-03-30 23:12:00,Printing,Low,True,65
TS-32670,2022-03-31 00:00:00,Network,High,False,66
TS-32671,2022-03-31 00:48:00,Network,Medium,True,96
TS-32672,2022-03-31 01:36:00,VPN,Low,True,36
TS-32673,2022-03-31 02:24:00,Security,Low,False,46
TS-32674,2022-03-31 03:12:00,Hardware,Medium,True,18
TS-32675,2022-03-31 04:00:00,Software,Critical,True,6
TS-32676,2022-03-31 04:48:00,Security,Critical,True,23
TS-32677,2022-03-31 05:36:00,Database,Low,True,36
TS-32678,2022-03-31 06:24:00,Hardware,Low,False,51
TS-32679,2022-03-31 07:12:00,Software,Medium,True,8
TS-32680,2022-03-31 08:00:00,Printing,Low,True,20
TS-32681,2022-03-31 08:48:00,Software,High,True,48
TS-32682,2022-03-31 09:36:00,Security,Medium,True,44
TS-32683,2022-03-31 10:24:00,Email,High,True,74
TS-32684,2022-03-31 11:12:00,Database,High,True,43
TS-32685,2022-03-31 12:00:00,Hardware,Low,True,2
TS-32686,2022-03-31 12:48:00,Printing,Medium,True,67
TS-32687,2022-03-31 13:36:00,Access Management,Medium,True,17
TS-32688,2022-03-31 14:24:00,Security,Medium,False,55
TS-32689,2022-03-31 15:12:00,Database,Medium,True,55
TS-32690,2022-03-31 16:00:00,Printing,Low,True,83
TS-32691,2022-03-31 16:48:00,Email,Medium,True,9
TS-32692,2022-03-31 17:36:00,Software,High,False,69
TS-32693,2022-03-31 18:24:00,Email,Low,True,62
TS-32694,2022-03-31 19:12:00,Security,High,True,7
TS-32695,2022-03-31 20:00:00,Access Management,Low,True,89
TS-32696,2022-03-31 20:48:00,Cloud,Low,True,33
TS-32697,2022-03-31 21:36:00,Printing,Critical,True,69
TS-32698,2022-03-31 22:24:00,Security,High,True,61
TS-32699,2022-03-31 23:12:00,Email,Critical,True,34
TS-32700,2022-04-01 00:00:00,Cloud,High,False,31
TS-32701,2022-04-01 00:48:00,Software,Low,True,57
TS-32702,2022-04-01 01:36:00,Database,Medium,True,77
TS-32703,2022-04-01 02:24:00,Database,Low,True,78
TS-32704,2022-04-01 03:12:00,VPN,Medium,True,92
TS-32705,2022-04-01 04:00:00,Cloud,Low,True,71
TS-32706,2022-04-01 04:48:00,Email,Low,True,37
TS-32707,2022-04-01 05:36:00,Email,Low,True,60
TS-32708,2022-04-01 06:24:00,Security,Critical,False,20
TS-32709,2022-04-01 07:12:00,Email,Low,False,45
TS-32710,2022-04-01 08:00:00,Email,Medium,True,62
TS-32711,2022-04-01 08:48:00,Network,Medium,False,33
TS-32712,2022-04-01 09:36:00,Printing,Medium,True,28
TS-32713,2022-04-01 10:24:00,VPN,High,True,45
TS-32714,2022-04-01 11:12:00,Printing,Low,True,48
TS-32715,2022-04-01 12:00:00,Database,Medium,False,85
TS-32716,2022-04-01 12:48:00,Hardware,Low,True,51
TS-32717,2022-04-01 13:36:00,VPN,High,True,44
TS-32718,2022-04-01 14:24:00,Cloud,High,True,71
TS-32719,2022-04-01 15:12:00,Hardware,Medium,True,38
TS-32720,2022-04-01 16:00:00,Software,Medium,True,50
TS-32721,2022-04-01 16:48:00,Security,High,True,56
TS-32722,2022-04-01 17:36:00,Software,Medium,False,80
TS-32723,2022-04-01 18:24:00,Access Management,Medium,True,57
TS-32724,2022-04-01 19:12:00,VPN,Critical,True,21
TS-32725,2022-04-01 20:00:00,Network,Medium,True,68
TS-32726,2022-04-01 20:48:00,Security,High,True,52
TS-32727,2022-04-01 21:36:00,Cloud,Low,True,28
TS-32728,2022-04-01 22:24:00,Security,Low,True,86
TS-32729,2022-04-01 23:12:00,Network,Medium,True,28
TS-32730,2022-04-02 00:00:00,Hardware,Medium,False,9
TS-32731,2022-04-02 00:48:00,Database,Medium,True,46
TS-32732,2022-04-02 01:36:00,Hardware,High,True,46
TS-32733,2022-04-02 02:24:00,Network,Low,True,79
TS-32734,2022-04-02 03:12:00,VPN,Medium,False,43
TS-32735,2022-04-02 04:00:00,Access Management,Medium,True,69
TS-32736,2022-04-02 04:48:00,Printing,Medium,True,22
TS-32737,2022-04-02 05:36:00,Security,Medium,True,78
TS-32738,2022-04-02 06:24:00,Software,Low,True,96
TS-32739,2022-04-02 07:12:00,VPN,Medium,True,15
TS-32740,2022-04-02 08:00:00,Database,Low,True,69
TS-32741,2022-04-02 08:48:00,Access Management,Medium,True,82
TS-32742,2022-04-02 09:36:00,Email,High,True,30
TS-32743,2022-04-02 10:24:00,Security,Medium,False,17
TS-32744,2022-04-02 11:12:00,Cloud,Low,True,56
TS-32745,2022-04-02 12:00:00,Hardware,High,True,8
TS-32746,2022-04-02 12:48:00,Software,Low,True,3
TS-32747,2022-04-02 13:36:00,VPN,Medium,True,15
TS-32748,2022-04-02 14:24:00,Hardware,Medium,True,51
TS-32749,2022-04-02 15:12:00,VPN,High,True,65
TS-32750,2022-04-02 16:00:00,Printing,Low,False,4
TS-32751,2022-04-02 16:48:00,Security,High,False,14
TS-32752,2022-04-02 17:36:00,VPN,Low,True,18
TS-32753,2022-04-02 18:24:00,Cloud,Medium,True,91
TS-32754,2022-04-02 19:12:00,Hardware,Low,False,42
TS-32755,2022-04-02 20:00:00,Access Management,High,True,51
TS-32756,2022-04-02 20:48:00,Hardware,Low,True,52
TS-32757,2022-04-02 21:36:00,VPN,Low,True,94
TS-32758,2022-04-02 22:24:00,Cloud,High,False,74
TS-32759,2022-04-02 23:12:00,VPN,Low,True,1
TS-32760,2022-04-03 00:00:00,Cloud,High,True,89
TS-32761,2022-04-03 00:48:00,Access Management,Medium,False,86
TS-32762,2022-04-03 01:36:00,Software,Low,True,11
TS-32763,2022-04-03 02:24:00,Cloud,Medium,True,35
TS-32764,2022-04-03 03:12:00,Printing,Medium,True,38
TS-32765,2022-04-03 04:00:00,Security,Medium,False,51
TS-32766,2022-04-03 04:48:00,Network,Critical,True,39
TS-32767,2022-04-03 05:36:00,Email,Medium,True,15
TS-32768,2022-04-03 06:24:00,Database,Medium,False,25
TS-32769,2022-04-03 07:12:00,Printing,Medium,True,51
TS-32770,2022-04-03 08:00:00,Printing,Medium,True,48
TS-32771,2022-04-03 08:48:00,Hardware,Medium,False,70
TS-32772,2022-04-03 09:36:00,Hardware,High,True,4
TS-32773,2022-04-03 10:24:00,VPN,Critical,True,88
TS-32774,2022-04-03 11:12:00,Printing,Medium,True,72
TS-32775,2022-04-03 12:00:00,Security,Critical,True,22
TS-32776,2022-04-03 12:48:00,Database,Medium,True,54
TS-32777,2022-04-03 13:36:00,Security,Low,False,58
TS-32778,2022-04-03 14:24:00,Hardware,Low,True,70
TS-32779,2022-04-03 15:12:00,Email,High,False,44
TS-32780,2022-04-03 16:00:00,Access Management,Low,True,33
TS-32781,2022-04-03 16:48:00,Network,High,True,57
TS-32782,2022-04-03 17:36:00,Database,Low,True,20
TS-32783,2022-04-03 18:24:00,Printing,Low,True,36
TS-32784,2022-04-03 19:12:00,Database,High,True,55
TS-32785,2022-04-03 20:00:00,Printing,Low,True,68
TS-32786,2022-04-03 20:48:00,VPN,Medium,True,88
TS-32787,2022-04-03 21:36:00,Database,High,True,9
TS-32788,2022-04-03 22:24:00,Software,Medium,False,55
TS-32789,2022-04-03 23:12:00,VPN,Low,True,46
TS-32790,2022-04-04 00:00:00,Network,Low,True,56
TS-32791,2022-04-04 00:48:00,Network,Low,False,49
TS-32792,2022-04-04 01:36:00,Email,Medium,True,26
TS-32793,2022-04-04 02:24:00,Database,Critical,True,36
TS-32794,2022-04-04 03:12:00,VPN,Critical,True,41
TS-32795,2022-04-04 04:00:00,Security,Medium,True,70
TS-32796,2022-04-04 04:48:00,VPN,Low,False,94
TS-32797,2022-04-04 05:36:00,Database,Medium,True,53
TS-32798,2022-04-04 06:24:00,VPN,High,True,74
TS-32799,2022-04-04 07:12:00,Network,Medium,False,65
TS-32800,2022-04-04 08:00:00,Database,Medium,True,27
TS-32801,2022-04-04 08:48:00,Software,Low,True,49
TS-32802,2022-04-04 09:36:00,Software,Low,True,87
TS-32803,2022-04-04 10:24:00,Email,Medium,True,4
TS-32804,2022-04-04 11:12:00,Network,Medium,False,70
TS-32805,2022-04-04 12:00:00,VPN,Medium,True,24
TS-32806,2022-04-04 12:48:00,Email,Medium,True,34
TS-32807,2022-04-04 13:36:00,Network,Medium,False,63
TS-32808,2022-04-04 14:24:00,Access Management,Medium,True,45
TS-32809,2022-04-04 15:12:00,Network,Low,True,8
TS-32810,2022-04-04 16:00:00,Database,Medium,True,23
TS-32811,2022-04-04 16:48:00,Database,Medium,True,9
TS-32812,2022-04-04 17:36:00,Hardware,Critical,True,96
TS-32813,2022-04-04 18:24:00,Network,Medium,True,46
TS-32814,2022-04-04 19:12:00,Hardware,High,True,47
TS-32815,2022-04-04 20:00:00,Email,Critical,True,42
TS-32816,2022-04-04 20:48:00,VPN,Medium,True,57
TS-32817,2022-04-04 21:36:00,Network,Medium,True,62
TS-32818,2022-04-04 22:24:00,Access Management,High,True,75
TS-32819,2022-04-04 23:12:00,Access Management,Medium,False,28
TS-32820,2022-04-05 00:00:00,VPN,High,True,35
TS-32821,2022-04-05 00:48:00,Printing,High,True,14
TS-32822,2022-04-05 01:36:00,Security,Low,False,47
TS-32823,2022-04-05 02:24:00,Email,Low,False,38
TS-32824,2022-04-05 03:12:00,Printing,Low,True,38
TS-32825,2022-04-05 04:00:00,Network,Critical,True,9
TS-32826,2022-04-05 04:48:00,Security,High,True,31
TS-32827,2022-04-05 05:36:00,Hardware,Medium,True,19
TS-32828,2022-04-05 06:24:00,Email,Critical,True,65
TS-32829,2022-04-05 07:12:00,Software,Medium,True,70
TS-32830,2022-04-05 08:00:00,Email,Medium,True,36
TS-32831,2022-04-05 08:48:00,Security,Medium,True,87
TS-32832,2022-04-05 09:36:00,Software,Critical,True,79
TS-32833,2022-04-05 10:24:00,Access Management,Low,False,78
TS-32834,2022-04-05 11:12:00,Access Management,Medium,True,14
TS-32835,2022-04-05 12:00:00,Network,Low,True,72
TS-32836,2022-04-05 12:48:00,Software,Medium,True,68
TS-32837,2022-04-05 13:36:00,Printing,High,False,55
TS-32838,2022-04-05 14:24:00,Security,Medium,True,34
TS-32839,2022-04-05 15:12:00,Hardware,Low,True,34
TS-32840,2022-04-05 16:00:00,Cloud,Medium,True,34
TS-32841,2022-04-05 16:48:00,Software,High,True,28
TS-32842,2022-04-05 17:36:00,Printing,Medium,True,84
TS-32843,2022-04-05 18:24:00,Database,Critical,True,11
TS-32844,2022-04-05 19:12:00,Cloud,Low,True,4
TS-32845,2022-04-05 20:00:00,Email,High,True,82
TS-32846,2022-04-05 20:48:00,Hardware,High,True,55
TS-32847,2022-04-05 21:36:00,Network,Low,False,3
TS-32848,2022-04-05 22:24:00,Network,High,True,68
TS-32849,2022-04-05 23:12:00,Access Management,Medium,True,76
TS-32850,2022-04-06 00:00:00,Software,Medium,True,32
TS-32851,2022-04-06 00:48:00,Security,Medium,True,46
TS-32852,2022-04-06 01:36:00,Software,Critical,True,84
TS-32853,2022-04-06 02:24:00,Hardware,High,True,42
TS-32854,2022-04-06 03:12:00,Database,High,False,35
TS-32855,2022-04-06 04:00:00,Hardware,Low,False,44
TS-32856,2022-04-06 04:48:00,Network,Low,True,61
TS-32857,2022-04-06 05:36:00,Cloud,Low,False,24
TS-32858,2022-04-06 06:24:00,Cloud,Low,True,37
TS-32859,2022-04-06 07:12:00,Software,High,True,79
TS-32860,2022-04-06 08:00:00,Software,Medium,True,27
TS-32861,2022-04-06 08:48:00,Hardware,Medium,True,2
TS-32862,2022-04-06 09:36:00,Database,Medium,True,47
TS-32863,2022-04-06 10:24:00,Security,High,False,51
TS-32864,2022-04-06 11:12:00,Printing,Critical,True,13
TS-32865,2022-04-06 12:00:00,Hardware,Low,True,27
TS-32866,2022-04-06 12:48:00,Printing,High,True,71
TS-32867,2022-04-06 13:36:00,Email,Medium,False,24
TS-32868,2022-04-06 14:24:00,Security,Medium,True,52
TS-32869,2022-04-06 15:12:00,Access Management,High,True,89
TS-32870,2022-04-06 16:00:00,Database,Medium,True,17
TS-32871,2022-04-06 16:48:00,Network,Critical,True,63
TS-32872,2022-04-06 17:36:00,Cloud,Low,True,11
TS-32873,2022-04-06 18:24:00,Database,Medium,True,94
TS-32874,2022-04-06 19:12:00,Hardware,Low,False,1
TS-32875,2022-04-06 20:00:00,Network,High,False,72
TS-32876,2022-04-06 20:48:00,Database,High,False,12
TS-32877,2022-04-06 21:36:00,Network,Medium,True,51
TS-32878,2022-04-06 22:24:00,Database,Critical,True,16
TS-32879,2022-04-06 23:12:00,Software,Medium,False,37
TS-32880,2022-04-07 00:00:00,Hardware,Low,True,25
TS-32881,2022-04-07 00:48:00,Software,Critical,False,79
TS-32882,2022-04-07 01:36:00,Network,Low,True,34
TS-32883,2022-04-07 02:24:00,Security,Medium,False,83
TS-32884,2022-04-07 03:12:00,Database,Medium,True,15
TS-32885,2022-04-07 04:00:00,Hardware,High,True,92
TS-32886,2022-04-07 04:48:00,Software,High,True,73
TS-32887,2022-04-07 05:36:00,Security,Medium,True,96
TS-32888,2022-04-07 06:24:00,VPN,High,True,77
TS-32889,2022-04-07 07:12:00,VPN,Medium,True,1
TS-32890,2022-04-07 08:00:00,Email,High,False,60
TS-32891,2022-04-07 08:48:00,Software,Low,True,22
TS-32892,2022-04-07 09:36:00,Network,Medium,True,14
TS-32893,2022-04-07 10:24:00,Cloud,Medium,True,84
TS-32894,2022-04-07 11:12:00,Database,Medium,True,54
TS-32895,2022-04-07 12:00:00,Printing,Low,True,51
TS-32896,2022-04-07 12:48:00,Hardware,Critical,True,46
TS-32897,2022-04-07 13:36:00,Network,High,True,68
TS-32898,2022-04-07 14:24:00,Hardware,Low,True,76
TS-32899,2022-04-07 15:12:00,Hardware,High,True,94
TS-32900,2022-04-07 16:00:00,Email,Low,True,92
TS-32901,2022-04-07 16:48:00,Access Management,Medium,True,94
TS-32902,2022-04-07 17:36:00,Software,Low,True,8
TS-32903,2022-04-07 18:24:00,Database,High,True,29
TS-32904,2022-04-07 19:12:00,Printing,Low,True,89
TS-32905,2022-04-07 20:00:00,Cloud,High,True,24
TS-32906,2022-04-07 20:48:00,Hardware,Medium,True,30
TS-32907,2022-04-07 21:36:00,Security,Medium,True,64
TS-32908,2022-04-07 22:24:00,Hardware,Medium,False,9
TS-32909,2022-04-07 23:12:00,Security,Low,False,16
TS-32910,2022-04-08 00:00:00,Access Management,High,True,18
TS-32911,2022-04-08 00:48:00,Security,High,True,37
TS-32912,2022-04-08 01:36:00,Hardware,Medium,True,96
TS-32913,2022-04-08 02:24:00,Database,Low,False,3
TS-32914,2022-04-08 03:12:00,VPN,Low,True,2
TS-32915,2022-04-08 04:00:00,Cloud,Medium,False,52
TS-32916,2022-04-08 04:48:00,Software,Medium,False,3
TS-32917,2022-04-08 05:36:00,Access Management,Medium,True,83
TS-32918,2022-04-08 06:24:00,Software,Low,True,58
TS-32919,2022-04-08 07:12:00,Access Management,Critical,True,6
TS-32920,2022-04-08 08:00:00,Network,Medium,True,29
TS-32921,2022-04-08 08:48:00,VPN,Medium,True,85
TS-32922,2022-04-08 09:36:00,Email,High,False,64
TS-32923,2022-04-08 10:24:00,Network,High,True,67
TS-32924,2022-04-08 11:12:00,Security,Medium,True,49
TS-32925,2022-04-08 12:00:00,Email,Low,True,40
TS-32926,2022-04-08 12:48:00,Software,Low,False,84
TS-32927,2022-04-08 13:36:00,Hardware,Low,True,94
TS-32928,2022-04-08 14:24:00,VPN,Medium,True,15
TS-32929,2022-04-08 15:12:00,Access Management,Medium,False,88
TS-32930,2022-04-08 16:00:00,Email,Low,True,78
TS-32931,2022-04-08 16:48:00,Access Management,Low,True,7
TS-32932,2022-04-08 17:36:00,Printing,Low,True,65
TS-32933,2022-04-08 18:24:00,Security,Critical,True,78
TS-32934,2022-04-08 19:12:00,Access Management,Low,False,89
TS-32935,2022-04-08 20:00:00,Database,Medium,True,21
TS-32936,2022-04-08 20:48:00,Email,Low,True,7
TS-32937,2022-04-08 21:36:00,Access Management,High,False,31
TS-32938,2022-04-08 22:24:00,Software,Medium,True,41
TS-32939,2022-04-08 23:12:00,Hardware,High,False,94
TS-32940,2022-04-09 00:00:00,Database,Medium,True,16
TS-32941,2022-04-09 00:48:00,Printing,Low,True,91
TS-32942,2022-04-09 01:36:00,Access Management,Medium,True,22
TS-32943,2022-04-09 02:24:00,Software,Low,True,63
TS-32944,2022-04-09 03:12:00,Cloud,Critical,True,32
TS-32945,2022-04-09 04:00:00,Database,Low,True,89
TS-32946,2022-04-09 04:48:00,Email,High,True,30
TS-32947,2022-04-09 05:36:00,Software,Medium,True,20
TS-32948,2022-04-09 06:24:00,Security,Low,True,96
TS-32949,2022-04-09 07:12:00,Cloud,Low,True,5
TS-32950,2022-04-09 08:00:00,Access Management,Medium,True,56
TS-32951,2022-04-09 08:48:00,Database,Medium,True,33
TS-32952,2022-04-09 09:36:00,Email,Medium,True,40
TS-32953,2022-04-09 10:24:00,Software,Medium,False,83
TS-32954,2022-04-09 11:12:00,Hardware,High,False,47
TS-32955,2022-04-09 12:00:00,VPN,Critical,False,4
TS-32956,2022-04-09 12:48:00,Network,Medium,True,90
TS-32957,2022-04-09 13:36:00,Network,Medium,False,65
TS-32958,2022-04-09 14:24:00,Network,Low,True,37
TS-32959,2022-04-09 15:12:00,Network,Critical,True,14
TS-32960,2022-04-09 16:00:00,Software,Critical,True,67
TS-32961,2022-04-09 16:48:00,VPN,Critical,False,1
TS-32962,2022-04-09 17:36:00,Software,Low,True,68
TS-32963,2022-04-09 18:24:00,Security,Medium,True,16
TS-32964,2022-04-09 19:12:00,Access Management,Medium,True,71
TS-32965,2022-04-09 20:00:00,Security,Low,True,60
TS-32966,2022-04-09 20:48:00,Database,Critical,False,80
TS-32967,2022-04-09 21:36:00,Network,Medium,True,37
TS-32968,2022-04-09 22:24:00,Printing,Low,True,92
TS-32969,2022-04-09 23:12:00,Network,Medium,True,43
TS-32970,2022-04-10 00:00:00,Security,Medium,True,68
TS-32971,2022-04-10 00:48:00,Network,Low,True,2
TS-32972,2022-04-10 01:36:00,Software,High,True,29
TS-32973,2022-04-10 02:24:00,Database,Low,True,89
TS-32974,2022-04-10 03:12:00,Printing,Low,True,78
TS-32975,2022-04-10 04:00:00,Email,High,True,76
TS-32976,2022-04-10 04:48:00,VPN,Medium,True,57
TS-32977,2022-04-10 05:36:00,Hardware,Low,True,19
TS-32978,2022-04-10 06:24:00,Cloud,High,True,50
TS-32979,2022-04-10 07:12:00,Printing,Low,True,37
TS-32980,2022-04-10 08:00:00,Network,Low,True,90
TS-32981,2022-04-10 08:48:00,Security,Low,True,8
TS-32982,2022-04-10 09:36:00,Cloud,Medium,True,44
TS-32983,2022-04-10 10:24:00,Database,Medium,False,15
TS-32984,2022-04-10 11:12:00,Database,Low,True,74
TS-32985,2022-04-10 12:00:00,Hardware,Medium,True,90
TS-32986,2022-04-10 12:48:00,Email,High,True,62
TS-32987,2022-04-10 13:36:00,Software,Medium,True,33
TS-32988,2022-04-10 14:24:00,Printing,Low,True,32
TS-32989,2022-04-10 15:12:00,Printing,High,True,41
TS-32990,2022-04-10 16:00:00,Email,Medium,True,78
TS-32991,2022-04-10 16:48:00,Email,Low,True,31
TS-32992,2022-04-10 17:36:00,Database,Low,True,66
TS-32993,2022-04-10 18:24:00,Printing,Critical,True,25
TS-32994,2022-04-10 19:12:00,Software,Medium,True,81
TS-32995,2022-04-10 20:00:00,Email,Critical,True,77
TS-32996,2022-04-10 20:48:00,VPN,Low,True,18
