ticket_id,text_clean,text_length,word_count,hour_of_day,day_of_week,is_weekend,is_business_hours,category,category_encoded,source_dataset
TKT-13614,cannot find printer network reported cannot find printer network department operations impact multiple users network settings reconfigured,156,17,22,6,1,0,Printing,6,classifier_v3
TKT-13615,calendar invites working reported calendar invites working department engineering impact company wide third party vendor engaged resolution,163,17,10,5,1,1,Email,3,classifier_v3
TKT-13616,vpn slow performance reported vpn slow performance department hr impact single network settings reconfigured,125,14,20,0,0,0,VPN,9,classifier_v3
TKT-13617,cannot install software reported cannot install software department finance impact department wide,110,12,22,6,1,0,Software,8,classifier_v3
TKT-13618,vpn working reported vpn working department impact multiple users hardware replaced under warranty,121,13,10,6,1,1,Network,5,classifier_v3
TKT-13619,remote access denied reported remote access denied department impact multiple users issue error provided training,138,15,3,2,0,0,VPN,9,classifier_v3
TKT-13620,suspicious email received reported suspicious email received department legal impact multiple users workaround provided while permanent fix pending,162,18,17,4,0,1,Security,7,classifier_v3
TKT-13621,new employee onboarding reported new employee onboarding department hr impact company wide hardware replaced under warranty,135,16,23,5,1,0,Access Management,0,classifier_v3
TKT-13622,monitor flickering reported monitor flickering department sales impact department wide issue error provided training,138,14,7,0,0,0,Hardware,4,classifier_v3
TKT-13623,slow network speed reported slow network speed department hr impact department wide issue resolved restarting service,136,16,10,0,0,1,Network,5,classifier_v3
TKT-13624,printer offline reported printer offline department engineering impact department wide,98,10,17,1,0,1,Printing,6,classifier_v3
TKT-13625,account locked out reported account locked out department sales impact company wide,95,12,21,2,0,0,Security,7,classifier_v3
TKT-13626,vpn slow performance reported vpn slow performance department operations impact department wide,107,12,0,2,0,0,VPN,9,classifier_v3
TKT-13627,aws instance responding reported aws instance responding department legal impact single,112,11,20,3,0,0,Cloud,1,classifier_v3
TKT-13628,access system needed reported access system needed department finance impact single credentials reset access restored,149,15,6,6,1,0,Access Management,0,classifier_v3
TKT-13629,cannot connect database reported cannot connect database department legal impact department wide,114,12,16,4,0,1,Database,2,classifier_v3
TKT-13630,cannot connect internet reported cannot connect internet department sales impact multiple users configuration updated verified working,156,16,11,2,0,1,Network,5,classifier_v3
TKT-13631,database backup failed reported database backup failed department hr impact department wide configuration updated verified working,146,16,19,3,0,0,Database,2,classifier_v3
TKT-13632,monitor flickering reported monitor flickering department finance impact company wide,97,10,10,3,0,1,Hardware,4,classifier_v3
TKT-13633,error code 0x80070057 reported error code 0x80070057 department legal impact company wide,101,12,13,5,1,1,Software,8,classifier_v3
TKT-13634,email bouncing back reported email bouncing back department engineering impact department wide escalated l2 support further investigation,156,17,18,3,0,1,Email,3,classifier_v3
TKT-13635,cannot find printer network reported cannot find printer network department sales impact multiple users,121,14,10,6,1,1,Printing,6,classifier_v3
TKT-13636,password reset required reported password reset required department finance impact department wide workaround provided while permanent fix pending,161,18,4,5,1,0,Security,7,classifier_v3
TKT-13637,kubernetes pod failing reported kubernetes pod failing department finance impact multiple users,107,12,10,6,1,1,Cloud,1,classifier_v3
TKT-13638,outlook syncing reported outlook syncing department sales impact department wide configuration updated verified working,143,14,10,0,0,1,Email,3,classifier_v3
TKT-13639,remote access denied reported remote access denied department impact multiple users,98,11,16,2,0,1,VPN,9,classifier_v3
TKT-13640,slow network speed reported slow network speed department impact multiple users escalated l2 support further investigation,144,16,14,3,0,1,Network,5,classifier_v3
TKT-13641,license expired reported license expired department operations impact multiple users configuration updated verified working,139,14,22,3,0,0,Software,8,classifier_v3
TKT-13642,gcp billing alert reported gcp billing alert department engineering impact department wide issue resolved restarting service,143,16,22,0,0,0,Cloud,1,classifier_v3
TKT-13643,monitor flickering reported monitor flickering department sales impact department wide network settings reconfigured,128,13,9,2,0,1,Hardware,4,classifier_v3
TKT-13644,slow network speed reported slow network speed department finance impact single,96,11,20,1,0,0,Network,5,classifier_v3
TKT-13645,possible malware detected reported possible malware detected department sales impact single,108,11,7,0,0,0,Security,7,classifier_v3
TKT-13646,calendar invites working reported calendar invites working department operations impact multiple users,122,12,16,3,0,1,Email,3,classifier_v3
TKT-13647,azure storage quota exceeded reported azure storage quota exceeded department legal impact single escalated l2 support further investigation,164,18,7,2,0,0,Cloud,1,classifier_v3
TKT-13648,password reset required reported password reset required department engineering impact company wide issue resolved restarting service,152,16,12,1,0,1,Security,7,classifier_v3
TKT-13649,password reset required reported password reset required department engineering impact company wide third party vendor engaged resolution,153,17,3,3,0,0,Security,7,classifier_v3
TKT-13650,monitor flickering reported monitor flickering department engineering impact department wide network settings reconfigured,134,13,1,3,0,0,Hardware,4,classifier_v3
TKT-13651,slow network speed reported slow network speed department legal impact company wide credentials reset access restored,138,16,12,5,1,1,Network,5,classifier_v3
TKT-13652,printer offline reported printer offline department operations impact company wide hardware replaced under warranty,127,14,0,3,0,0,Printing,6,classifier_v3
TKT-13653,query running slowly reported query running slowly department impact department wide,99,11,5,5,1,0,Database,2,classifier_v3
TKT-13654,data corruption detected reported data corruption detected department impact multiple users,106,11,13,3,0,1,Database,2,classifier_v3
TKT-13655,calendar invites working reported calendar invites working department legal impact multiple users workaround provided while permanent fix pending,168,18,13,5,1,1,Email,3,classifier_v3
TKT-13656,remote access denied reported remote access denied department finance impact company wide issue error provided training,141,16,7,4,0,0,VPN,9,classifier_v3
TKT-13657,printer offline reported printer offline department sales impact company wide,89,10,20,3,0,0,Printing,6,classifier_v3
TKT-13658,printer offline reported printer offline department operations impact multiple users,96,10,10,1,0,1,Printing,6,classifier_v3
TKT-13659,slow network speed reported slow network speed department legal impact department wide escalated l2 support further investigation,148,17,3,0,0,0,Network,5,classifier_v3
TKT-13660,cannot install software reported cannot install software department engineering impact single issue error provided training,150,15,23,1,0,0,Software,8,classifier_v3
TKT-13661,query running slowly reported query running slowly department sales impact company wide,99,12,19,2,0,0,Database,2,classifier_v3
TKT-13662,slow network speed reported slow network speed department legal impact company wide workaround provided while permanent fix pending,146,18,8,1,0,1,Network,5,classifier_v3
TKT-13663,sso working reported sso working department finance impact company wide escalated l2 support further investigation,141,15,4,2,0,0,Access Management,0,classifier_v3
TKT-13664,driver installation failed reported driver installation failed department finance impact company wide,113,12,4,6,1,0,Printing,6,classifier_v3
TKT-13665,gcp billing alert reported gcp billing alert department hr impact multiple users hardware replaced under warranty,125,16,20,5,1,0,Cloud,1,classifier_v3
TKT-13666,query running slowly reported query running slowly department legal impact department wide escalated l2 support further investigation,152,17,17,4,0,1,Database,2,classifier_v3
TKT-13667,printer jam reported printer jam department sales impact company wide escalated l2 support further investigation,131,15,14,1,0,1,Hardware,4,classifier_v3
TKT-13668,two factor auth working reported two factor auth working department sales impact company wide configuration updated verified working,156,18,5,5,1,0,VPN,9,classifier_v3
TKT-13669,offboarding checklist reported offboarding checklist department operations impact department wide software reinstalled patched latest version,160,15,9,1,0,1,Access Management,0,classifier_v3
TKT-13670,cannot find printer network reported cannot find printer network department impact department wide software reinstalled patched latest version,170,18,14,3,0,1,Printing,6,classifier_v3
TKT-13671,docker container crash reported docker container crash department finance impact company wide issue resolved restarting service,146,16,1,0,0,0,Cloud,1,classifier_v3
TKT-13672,password reset required reported password reset required department hr impact company wide network settings reconfigured,132,15,3,6,1,0,Security,7,classifier_v3
TKT-13673,printer offline reported printer offline department impact company wide escalated l2 support further investigation,136,14,16,4,0,1,Printing,6,classifier_v3
TKT-13674,cannot connect database reported cannot connect database department operations impact company wide,116,12,8,4,0,1,Database,2,classifier_v3
TKT-13675,account locked out reported account locked out department sales impact company wide,95,12,0,2,0,0,Security,7,classifier_v3
TKT-13676,monitor flickering reported monitor flickering department operations impact company wide issue error provided training,140,14,20,6,1,0,Hardware,4,classifier_v3
TKT-13677,software update failed reported software update failed department finance impact single issue resolved restarting service,145,15,18,0,0,1,Software,8,classifier_v3
TKT-13678,calendar invites working reported calendar invites working department finance impact department wide workaround provided while permanent fix pending,171,18,17,2,0,1,Email,3,classifier_v3
TKT-13679,application crashes startup reported application crashes startup department finance impact single issue resolved restarting service,161,15,7,6,1,0,Software,8,classifier_v3
TKT-13680,wifi drops frequently reported wifi drops frequently department legal impact company wide issue resolved restarting service,142,16,18,5,1,1,Network,5,classifier_v3
TKT-13681,application crashes startup reported application crashes startup department operations impact department wide software reinstalled patched latest version,178,17,13,5,1,1,Software,8,classifier_v3
TKT-13682,spam filter too aggressive reported spam filter too aggressive department hr impact multiple users,110,14,22,2,0,0,Email,3,classifier_v3
TKT-13683,suspicious email received reported suspicious email received department operations impact multiple users escalated l2 support further investigation,166,17,6,2,0,0,Security,7,classifier_v3
TKT-13684,data corruption detected reported data corruption detected department finance impact department wide software reinstalled patched latest version,163,17,13,2,0,1,Database,2,classifier_v3
TKT-13685,cannot send large attachments reported cannot send large attachments department impact single,113,12,0,4,0,0,Email,3,classifier_v3
TKT-13686,application crashes startup reported application crashes startup department hr impact company wide issue resolved restarting service,157,16,12,2,0,1,Software,8,classifier_v3
TKT-13687,driver installation failed reported driver installation failed department operations impact company wide,116,12,4,4,0,0,Printing,6,classifier_v3
TKT-13688,application crashes startup reported application crashes startup department hr impact single network settings reconfigured,145,14,23,3,0,0,Software,8,classifier_v3
TKT-13689,cannot connect database reported cannot connect database department legal impact department wide issue error provided training,154,16,15,1,0,1,Database,2,classifier_v3
TKT-13690,access system needed reported access system needed department operations impact single,109,11,9,3,0,1,Access Management,0,classifier_v3
TKT-13691,offboarding checklist reported offboarding checklist department engineering impact multiple users,109,10,0,4,0,0,Access Management,0,classifier_v3
TKT-13692,laptop turning reported laptop turning department sales impact multiple users issue resolved restarting service,144,14,21,2,0,0,Hardware,4,classifier_v3
TKT-13693,cannot access shared drive reported cannot access shared drive department operations impact multiple users,118,14,0,5,1,0,Network,5,classifier_v3
TKT-13694,unauthorized access attempt reported unauthorized access attempt department operations impact multiple users issue error provided training,160,16,14,1,0,1,Security,7,classifier_v3
TKT-13695,sso working reported sso working department impact multiple users network settings reconfigured,118,12,22,3,0,0,Access Management,0,classifier_v3
TKT-13696,two factor auth working reported two factor auth working department operations impact multiple users,120,14,10,0,0,1,VPN,9,classifier_v3
TKT-13697,application crashes startup reported application crashes startup department sales impact department wide credentials reset access restored,165,16,11,0,0,1,Software,8,classifier_v3
TKT-13698,two factor auth working reported two factor auth working department legal impact multiple users escalated l2 support further investigation,165,19,21,4,0,0,VPN,9,classifier_v3
TKT-13699,paper jammed reported paper jammed department engineering impact company wide issue error provided training,129,14,20,1,0,0,Printing,6,classifier_v3
TKT-13700,cannot access shared drive reported cannot access shared drive department hr impact department wide escalated l2 support further investigation,161,19,6,1,0,0,Network,5,classifier_v3
TKT-13701,aws instance responding reported aws instance responding department finance impact single,114,11,9,3,0,1,Cloud,1,classifier_v3
TKT-13702,driver installation failed reported driver installation failed department finance impact department wide issue error provided training,156,16,22,0,0,0,Printing,6,classifier_v3
TKT-13703,cannot access shared drive reported cannot access shared drive department operations impact department wide workaround provided while permanent fix pending,170,20,9,4,0,1,Network,5,classifier_v3
TKT-13704,azure storage quota exceeded reported azure storage quota exceeded department legal impact company wide workaround provided while permanent fix pending,166,20,11,1,0,1,Cloud,1,classifier_v3
TKT-13705,access system needed reported access system needed department operations impact department wide issue error provided training,153,16,21,5,1,0,Access Management,0,classifier_v3
TKT-13706,aws instance responding reported aws instance responding department operations impact company wide,118,12,11,2,0,1,Cloud,1,classifier_v3
TKT-13707,query running slowly reported query running slowly department impact company wide hardware replaced under warranty,129,15,15,2,0,1,Database,2,classifier_v3
TKT-13708,azure storage quota exceeded reported azure storage quota exceeded department finance impact department wide credentials reset access restored,163,18,5,4,0,0,Cloud,1,classifier_v3
TKT-13709,cannot install software reported cannot install software department sales impact company wide credentials reset access restored,148,16,10,1,0,1,Software,8,classifier_v3
TKT-13710,query running slowly reported query running slowly department hr impact company wide issue error provided training,136,16,0,2,0,0,Database,2,classifier_v3
TKT-13711,azure storage quota exceeded reported azure storage quota exceeded department operations impact company wide,120,14,8,2,0,1,Cloud,1,classifier_v3
TKT-13712,calendar invites working reported calendar invites working department hr impact multiple users issue resolved restarting service,155,16,3,2,0,0,Email,3,classifier_v3
TKT-13713,paper jammed reported paper jammed department impact single,79,8,19,1,0,0,Printing,6,classifier_v3
TKT-13714,password reset required reported password reset required department impact single network settings reconfigured,131,13,1,3,0,0,Security,7,classifier_v3
TKT-13715,printer offline reported printer offline department operations impact multiple users,96,10,14,6,1,1,Printing,6,classifier_v3
TKT-13716,access denied table reported access denied table department finance impact company wide,105,12,6,6,1,0,Database,2,classifier_v3
TKT-13717,vpn working reported vpn working department impact single issue error provided training,125,12,6,4,0,0,Network,5,classifier_v3
TKT-13718,vpn working reported vpn working department operations impact company wide,94,10,3,1,0,0,Network,5,classifier_v3
TKT-13719,suspicious email received reported suspicious email received department engineering impact department wide network settings reconfigured,148,15,20,2,0,0,Security,7,classifier_v3
TKT-13720,data corruption detected reported data corruption detected department impact multiple users third party vendor engaged resolution,148,16,20,4,0,0,Database,2,classifier_v3
TKT-13721,query running slowly reported query running slowly department sales impact department wide escalated l2 support further investigation,152,17,6,3,0,0,Database,2,classifier_v3
TKT-13722,printer offline reported printer offline department operations impact company wide issue resolved restarting service,135,14,20,1,0,0,Printing,6,classifier_v3
TKT-13723,two factor auth working reported two factor auth working department finance impact department wide,118,14,3,3,0,0,VPN,9,classifier_v3
TKT-13724,cannot find printer network reported cannot find printer network department finance impact single configuration updated verified working,163,17,21,4,0,0,Printing,6,classifier_v3
TKT-13725,keyboard working reported keyboard working department impact department wide network settings reconfigured,129,12,15,0,0,1,Hardware,4,classifier_v3
TKT-13726,email bouncing back reported email bouncing back department operations impact department wide,105,12,13,5,1,1,Email,3,classifier_v3
TKT-13727,cannot connect internet reported cannot connect internet department impact single,107,10,14,6,1,1,Network,5,classifier_v3
TKT-13728,query running slowly reported query running slowly department sales impact department wide configuration updated verified working,145,16,1,3,0,0,Database,2,classifier_v3
TKT-13729,sso working reported sso working department impact multiple users issue resolved restarting service,129,13,0,3,0,0,Access Management,0,classifier_v3
TKT-13730,unauthorized access attempt reported unauthorized access attempt department hr impact department wide software reinstalled patched latest version,164,17,8,3,0,1,Security,7,classifier_v3
TKT-13731,aws instance responding reported aws instance responding department hr impact company wide,110,12,14,5,1,1,Cloud,1,classifier_v3
TKT-13732,wifi drops frequently reported wifi drops frequently department engineering impact single issue error provided training,146,15,9,0,0,1,Network,5,classifier_v3
TKT-13733,vpn slow performance reported vpn slow performance department legal impact company wide,99,12,10,4,0,1,VPN,9,classifier_v3
TKT-13734,slow network speed reported slow network speed department operations impact single,99,11,21,0,0,0,Network,5,classifier_v3
TKT-13735,possible malware detected reported possible malware detected department hr impact company wide third party vendor engaged resolution,148,17,2,6,1,0,Security,7,classifier_v3
TKT-13736,aws instance responding reported aws instance responding department finance impact single issue resolved restarting service,155,15,15,3,0,1,Cloud,1,classifier_v3
TKT-13737,slow network speed reported slow network speed department impact company wide hardware replaced under warranty,125,15,2,0,0,0,Network,5,classifier_v3
TKT-13738,gcp billing alert reported gcp billing alert department finance impact department wide,98,12,21,3,0,0,Cloud,1,classifier_v3
TKT-13739,mouse responding reported mouse responding department engineering impact single,104,9,22,2,0,0,Hardware,4,classifier_v3
TKT-13740,two factor auth working reported two factor auth working department legal impact company wide,113,14,17,4,0,1,VPN,9,classifier_v3
TKT-13741,email bouncing back reported email bouncing back department impact multiple users configuration updated verified working,139,15,6,1,0,0,Email,3,classifier_v3
TKT-13742,cannot connect internet reported cannot connect internet department sales impact department wide,114,12,6,5,1,0,Network,5,classifier_v3
TKT-13743,unauthorized access attempt reported unauthorized access attempt department engineering impact department wide network settings reconfigured,152,15,4,4,0,0,Security,7,classifier_v3
TKT-13744,suspicious email received reported suspicious email received department impact single software reinstalled patched latest version,156,15,3,6,1,0,Security,7,classifier_v3
TKT-13745,aws instance responding reported aws instance responding department hr impact company wide hardware replaced under warranty,143,16,4,2,0,0,Cloud,1,classifier_v3
TKT-13746,slow network speed reported slow network speed department engineering impact multiple users,103,12,21,4,0,0,Network,5,classifier_v3
TKT-13747,possible malware detected reported possible malware detected department finance impact multiple users,113,12,19,4,0,0,Security,7,classifier_v3
TKT-13748,vpn slow performance reported vpn slow performance department finance impact company wide credentials reset access restored,144,16,12,4,0,1,VPN,9,classifier_v3
TKT-13749,new employee onboarding reported new employee onboarding department finance impact multiple users configuration updated verified working,152,16,17,2,0,1,Access Management,0,classifier_v3
TKT-13750,cannot send large attachments reported cannot send large attachments department finance impact single workaround provided while permanent fix pending,169,19,21,1,0,0,Email,3,classifier_v3
TKT-13751,error code 0x80070057 reported error code 0x80070057 department impact department wide,101,11,21,6,1,0,Software,8,classifier_v3
TKT-13752,printer jam reported printer jam department engineering impact multiple users workaround provided while permanent fix pending,140,16,10,4,0,1,Hardware,4,classifier_v3
TKT-13753,gcp billing alert reported gcp billing alert department impact multiple users,92,11,11,1,0,1,Cloud,1,classifier_v3
TKT-13754,azure storage quota exceeded reported azure storage quota exceeded department finance impact company wide network settings reconfigured,147,17,10,6,1,1,Cloud,1,classifier_v3
TKT-13755,kubernetes pod failing reported kubernetes pod failing department engineering impact single,108,11,3,2,0,0,Cloud,1,classifier_v3
TKT-13756,driver installation failed reported driver installation failed department operations impact single configuration updated verified working,158,15,3,6,1,0,Printing,6,classifier_v3
TKT-13757,monitor flickering reported monitor flickering department finance impact company wide third party vendor engaged resolution,139,15,23,4,0,0,Hardware,4,classifier_v3
TKT-13758,account locked out reported account locked out department finance impact single third party vendor engaged resolution,138,16,1,5,1,0,Security,7,classifier_v3
TKT-13759,database backup failed reported database backup failed department operations impact department wide workaround provided while permanent fix pending,162,18,23,6,1,0,Database,2,classifier_v3
TKT-13760,keyboard working reported keyboard working department legal impact company wide hardware replaced under warranty,132,14,15,2,0,1,Hardware,4,classifier_v3
TKT-13761,printer jam reported printer jam department sales impact department wide issue error provided training,124,14,6,1,0,0,Hardware,4,classifier_v3
TKT-13762,cannot connect database reported cannot connect database department engineering impact multiple users issue resolved restarting service,160,16,1,4,0,0,Database,2,classifier_v3
TKT-13763,offboarding checklist reported offboarding checklist department sales impact company wide escalated l2 support further investigation,151,15,10,5,1,1,Access Management,0,classifier_v3
TKT-13764,cannot access shared drive reported cannot access shared drive department operations impact company wide,116,14,17,5,1,1,Network,5,classifier_v3
TKT-13765,sso working reported sso working department engineering impact company wide credentials reset access restored,138,14,2,4,0,0,Access Management,0,classifier_v3
TKT-13766,vpn slow performance reported vpn slow performance department engineering impact department wide,108,12,4,0,0,0,VPN,9,classifier_v3
TKT-13767,printer offline reported printer offline department finance impact single hardware replaced under warranty,123,13,12,5,1,1,Printing,6,classifier_v3
TKT-13768,vpn timeout issues reported vpn timeout issues department impact multiple users network settings reconfigured,124,14,11,0,0,1,VPN,9,classifier_v3
TKT-13769,docker container crash reported docker container crash department operations impact single workaround provided while permanent fix pending,158,17,20,2,0,0,Cloud,1,classifier_v3
TKT-13770,cannot connect database reported cannot connect database department impact multiple users third party vendor engaged resolution,152,16,6,1,0,0,Database,2,classifier_v3
TKT-13771,cannot send large attachments reported cannot send large attachments department hr impact company wide issue resolved restarting service,155,18,3,5,1,0,Email,3,classifier_v3
TKT-13772,two factor auth working reported two factor auth working department finance impact department wide software reinstalled patched latest version,169,19,7,4,0,0,VPN,9,classifier_v3
TKT-13773,split tunnel configuration reported split tunnel configuration department impact company wide hardware replaced under warranty,141,15,9,5,1,1,VPN,9,classifier_v3
TKT-13774,offboarding checklist reported offboarding checklist department operations impact multiple users,108,10,3,0,0,0,Access Management,0,classifier_v3
TKT-13775,application crashes startup reported application crashes startup department hr impact company wide workaround provided while permanent fix pending,167,18,9,2,0,1,Software,8,classifier_v3
TKT-13776,license expired reported license expired department sales impact multiple users,91,10,22,6,1,0,Software,8,classifier_v3
TKT-13777,cannot connect database reported cannot connect database department impact multiple users,110,11,14,5,1,1,Database,2,classifier_v3
TKT-13778,suspicious email received reported suspicious email received department engineering impact department wide workaround provided while permanent fix pending,169,18,21,3,0,0,Security,7,classifier_v3
TKT-13779,email bouncing back reported email bouncing back department operations impact company wide,102,12,10,5,1,1,Email,3,classifier_v3
TKT-13780,paper jammed reported paper jammed department impact company wide,80,9,6,0,0,0,Printing,6,classifier_v3
TKT-13781,outlook syncing reported outlook syncing department legal impact single,96,9,14,3,0,1,Email,3,classifier_v3
TKT-13782,printer jam reported printer jam department sales impact multiple users,83,10,23,4,0,0,Hardware,4,classifier_v3
TKT-13783,two factor auth working reported two factor auth working department sales impact multiple users configuration updated verified working,158,18,9,6,1,1,VPN,9,classifier_v3
TKT-13784,docker container crash reported docker container crash department hr impact department wide,103,12,12,5,1,1,Cloud,1,classifier_v3
TKT-13785,driver installation failed reported driver installation failed department impact multiple users software reinstalled patched latest version,161,16,5,2,0,0,Printing,6,classifier_v3
TKT-13786,two factor auth working reported two factor auth working department impact department wide workaround provided while permanent fix pending,164,19,16,0,0,1,VPN,9,classifier_v3
TKT-13787,access system needed reported access system needed department hr impact company wide,102,12,14,4,0,1,Access Management,0,classifier_v3
TKT-13788,vpn timeout issues reported vpn timeout issues department legal impact multiple users,97,12,4,0,0,0,VPN,9,classifier_v3
TKT-13789,slow network speed reported slow network speed department finance impact multiple users software reinstalled patched latest version,150,17,3,3,0,0,Network,5,classifier_v3
TKT-13790,offboarding checklist reported offboarding checklist department hr impact multiple users,100,10,17,4,0,1,Access Management,0,classifier_v3
TKT-13791,offboarding checklist reported offboarding checklist department operations impact company wide hardware replaced under warranty,139,14,0,6,1,0,Access Management,0,classifier_v3
TKT-13792,printer offline reported printer offline department hr impact department wide network settings reconfigured,119,13,6,3,0,0,Printing,6,classifier_v3
TKT-13793,database backup failed reported database backup failed department finance impact multiple users,107,12,20,3,0,0,Database,2,classifier_v3
TKT-13794,sso working reported sso working department finance impact single,90,9,1,1,0,0,Access Management,0,classifier_v3
TKT-13795,offboarding checklist reported offboarding checklist department impact single,97,8,21,5,1,0,Access Management,0,classifier_v3
TKT-13796,aws instance responding reported aws instance responding department hr impact company wide,110,12,23,5,1,0,Cloud,1,classifier_v3
TKT-13797,cannot access shared drive reported cannot access shared drive department finance impact department wide,116,14,8,5,1,1,Network,5,classifier_v3
TKT-13798,offboarding checklist reported offboarding checklist department sales impact single,100,9,9,1,0,1,Access Management,0,classifier_v3
TKT-13799,vpn working reported vpn working department finance impact single,90,9,9,4,0,1,Network,5,classifier_v3
TKT-13800,access denied table reported access denied table department hr impact company wide,100,12,17,1,0,1,Database,2,classifier_v3
TKT-13801,application crashes startup reported application crashes startup department finance impact department wide network settings reconfigured,154,15,4,3,0,0,Software,8,classifier_v3
TKT-13802,monitor flickering reported monitor flickering department finance impact company wide configuration updated verified working,140,14,1,6,1,0,Hardware,4,classifier_v3
TKT-13803,keyboard working reported keyboard working department impact department wide,99,9,7,0,0,0,Hardware,4,classifier_v3
TKT-13804,cannot find printer network reported cannot find printer network department operations impact single,123,13,21,6,1,0,Printing,6,classifier_v3
TKT-13805,account locked out reported account locked out department finance impact single issue resolved restarting service,137,15,0,6,1,0,Security,7,classifier_v3
TKT-13806,license expired reported license expired department impact multiple users workaround provided while permanent fix pending,139,15,16,1,0,1,Software,8,classifier_v3
TKT-13807,suspicious email received reported suspicious email received department operations impact multiple users,116,12,14,5,1,1,Security,7,classifier_v3
TKT-13808,password reset required reported password reset required department finance impact department wide escalated l2 support further investigation,160,17,2,5,1,0,Security,7,classifier_v3
TKT-13809,kubernetes pod failing reported kubernetes pod failing department sales impact multiple users,105,12,4,0,0,0,Cloud,1,classifier_v3
TKT-13810,offboarding checklist reported offboarding checklist department operations impact company wide,106,10,16,2,0,1,Access Management,0,classifier_v3
TKT-13811,vpn slow performance reported vpn slow performance department hr impact department wide workaround provided while permanent fix pending,150,18,2,3,0,0,VPN,9,classifier_v3
TKT-13812,offboarding checklist reported offboarding checklist department hr impact single,97,9,14,5,1,1,Access Management,0,classifier_v3
TKT-13813,split tunnel configuration reported split tunnel configuration department engineering impact company wide issue error provided training,157,16,15,1,0,1,VPN,9,classifier_v3
TKT-13814,software update failed reported software update failed department operations impact single,107,11,16,6,1,1,Software,8,classifier_v3
TKT-13815,role change request reported role change request department operations impact multiple users,104,12,22,0,0,0,Access Management,0,classifier_v3
TKT-13816,keyboard working reported keyboard working department impact company wide,96,9,8,3,0,1,Hardware,4,classifier_v3
TKT-13817,query running slowly reported query running slowly department finance impact single issue error provided training,140,15,10,6,1,1,Database,2,classifier_v3
TKT-13818,split tunnel configuration reported split tunnel configuration department finance impact single third party vendor engaged resolution,154,16,20,4,0,0,VPN,9,classifier_v3
TKT-13819,cannot install software reported cannot install software department legal impact multiple users issue resolved restarting service,148,16,23,0,0,0,Software,8,classifier_v3
TKT-13820,vpn slow performance reported vpn slow performance department engineering impact department wide issue resolved restarting service,149,16,4,1,0,0,VPN,9,classifier_v3
TKT-13821,kubernetes pod failing reported kubernetes pod failing department legal impact department wide configuration updated verified working,149,16,5,6,1,0,Cloud,1,classifier_v3
TKT-13822,kubernetes pod failing reported kubernetes pod failing department hr impact single workaround provided while permanent fix pending,150,17,6,0,0,0,Cloud,1,classifier_v3
TKT-13823,driver installation failed reported driver installation failed department legal impact company wide,111,12,8,3,0,1,Printing,6,classifier_v3
TKT-13824,printer jam reported printer jam department hr impact multiple users escalated l2 support further investigation,130,15,10,2,0,1,Hardware,4,classifier_v3
TKT-13825,calendar invites working reported calendar invites working department impact multiple users network settings reconfigured,144,14,16,5,1,1,Email,3,classifier_v3
TKT-13826,email bouncing back reported email bouncing back department finance impact multiple users workaround provided while permanent fix pending,152,18,9,2,0,1,Email,3,classifier_v3
TKT-13827,driver installation failed reported driver installation failed department operations impact single escalated l2 support further investigation,165,16,2,5,1,0,Printing,6,classifier_v3
TKT-13828,vpn working reported vpn working department finance impact department wide,94,10,17,1,0,1,Network,5,classifier_v3
TKT-13829,database backup failed reported database backup failed department engineering impact department wide escalated l2 support further investigation,162,17,2,3,0,0,Database,2,classifier_v3
TKT-13830,cannot connect database reported cannot connect database department finance impact single workaround provided while permanent fix pending,163,17,18,0,0,1,Database,2,classifier_v3
TKT-13831,email bouncing back reported email bouncing back department legal impact multiple users issue resolved restarting service,140,16,2,5,1,0,Email,3,classifier_v3
TKT-13832,unauthorized access attempt reported unauthorized access attempt department legal impact single issue resolved restarting service,153,15,19,2,0,0,Security,7,classifier_v3
TKT-13833,mouse responding reported mouse responding department engineering impact department wide issue resolved restarting service,149,14,22,1,0,0,Hardware,4,classifier_v3
TKT-13834,printer jam reported printer jam department hr impact multiple users escalated l2 support further investigation,130,15,16,6,1,1,Hardware,4,classifier_v3
TKT-13835,printer offline reported printer offline department finance impact multiple users credentials reset access restored,136,14,10,1,0,1,Printing,6,classifier_v3
TKT-13836,email bouncing back reported email bouncing back department sales impact multiple users third party vendor engaged resolution,141,17,10,4,0,1,Email,3,classifier_v3
TKT-13837,cannot install software reported cannot install software department impact company wide hardware replaced under warranty,135,15,15,5,1,1,Software,8,classifier_v3
TKT-13838,vpn working reported vpn working department legal impact department wide configuration updated verified working,135,14,15,5,1,1,Network,5,classifier_v3
TKT-13839,print quality poor reported print quality poor department legal impact single credentials reset access restored,137,15,7,1,0,0,Printing,6,classifier_v3
TKT-13840,data corruption detected reported data corruption detected department legal impact multiple users network settings reconfigured,139,15,12,1,0,1,Database,2,classifier_v3
TKT-13841,aws instance responding reported aws instance responding department legal impact multiple users,115,12,4,3,0,0,Cloud,1,classifier_v3
TKT-13842,application crashes startup reported application crashes startup department engineering impact company wide,125,12,2,6,1,0,Software,8,classifier_v3
TKT-13843,two factor auth working reported two factor auth working department impact department wide hardware replaced under warranty,146,17,8,4,0,1,VPN,9,classifier_v3
TKT-13844,error code 0x80070057 reported error code 0x80070057 department hr impact company wide escalated l2 support further investigation,148,17,6,0,0,0,Software,8,classifier_v3
