ticket_id,text_clean,language,category,category_encoded
ML-20944,scherm kapot scherm kapot ticket submitted nl category cloud priority escalated,nl,Cloud,1
ML-20946,sistema ca sistema ca ticket submitted es category network priority escalated,es,Network,5
ML-20947,besoin acc logiciel besoin acc logiciel ticket submitted fr category email priority escalated,fr,Email,3
ML-20948,kan niet inloggen kan niet inloggen ticket submitted nl category software priority escalated,nl,Software,8
ML-20949,scherm kapot scherm kapot ticket submitted nl category security priority escalated,nl,Security,7
ML-20951,systeem down systeem down ticket submitted nl category cloud priority escalated,nl,Cloud,1
ML-20952,software zugriff ben tigt software zugriff ben tigt ticket submitted de category security priority escalated,de,Security,7
ML-20954,scherm kapot scherm kapot ticket submitted nl category printing priority escalated,nl,Printing,6
ML-20955,bildschirm defekt bildschirm defekt ticket submitted de category access management priority escalated,de,Access Management,0
ML-20956,systeem down systeem down ticket submitted nl category hardware priority escalated,nl,Hardware,4
ML-20957,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category printing priority escalated,pt,Printing,6
ML-20958,systeem down systeem down ticket submitted nl category network priority escalated,nl,Network,5
ML-20959,kan niet inloggen kan niet inloggen ticket submitted nl category cloud priority escalated,nl,Cloud,1
ML-20960,cran cass cran cass ticket submitted fr category database priority escalated,fr,Database,2
ML-20961,redefinir senha redefinir senha ticket submitted pt category access management priority escalated,pt,Access Management,0
ML-20962,wachtwoord resetten wachtwoord resetten ticket submitted nl category network priority escalated,nl,Network,5
ML-20963,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category email priority escalated,fr,Email,3
ML-20964,kan niet inloggen kan niet inloggen ticket submitted nl category network priority escalated,nl,Network,5
ML-20965,consigo fazer login consigo fazer login ticket submitted pt category software priority escalated,pt,Software,8
ML-20966,sistema ca sistema ca ticket submitted es category access management priority escalated,es,Access Management,0
ML-20968,toegang tot software nodig toegang tot software nodig ticket submitted nl category cloud priority escalated,nl,Cloud,1
ML-20970,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category vpn priority escalated,pt,VPN,9
ML-20971,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category database priority escalated,pt,Database,2
ML-20972,tela quebrada tela quebrada ticket submitted pt category database priority escalated,pt,Database,2
ML-20973,software zugriff ben tigt software zugriff ben tigt ticket submitted de category hardware priority escalated,de,Hardware,4
ML-20975,consigo fazer login consigo fazer login ticket submitted pt category email priority escalated,pt,Email,3
ML-20976,scherm kapot scherm kapot ticket submitted nl category software priority escalated,nl,Software,8
ML-20977,cran cass cran cass ticket submitted fr category software priority escalated,fr,Software,8
ML-20978,bildschirm defekt bildschirm defekt ticket submitted de category vpn priority escalated,de,VPN,9
ML-20981,wachtwoord resetten wachtwoord resetten ticket submitted nl category vpn priority escalated,nl,VPN,9
ML-20982,systeem down systeem down ticket submitted nl category database priority escalated,nl,Database,2
ML-20983,necesito acceso al software necesito acceso al software ticket submitted es category cloud priority escalated,es,Cloud,1
ML-20984,system ausgefallen system ausgefallen ticket submitted de category email priority escalated,de,Email,3
ML-20985,passwort zur cksetzen passwort zur cksetzen ticket submitted de category cloud priority escalated,de,Cloud,1
ML-20986,sistema ca sistema ca ticket submitted es category email priority escalated,es,Email,3
ML-20987,kan niet inloggen kan niet inloggen ticket submitted nl category cloud priority escalated,nl,Cloud,1
ML-20988,wachtwoord resetten wachtwoord resetten ticket submitted nl category database priority escalated,nl,Database,2
ML-20989,bildschirm defekt bildschirm defekt ticket submitted de category security priority escalated,de,Security,7
ML-20990,besoin acc logiciel besoin acc logiciel ticket submitted fr category database priority escalated,fr,Database,2
ML-20991,restablecer contrase restablecer contrase ticket submitted es category vpn priority escalated,es,VPN,9
ML-20992,passwort zur cksetzen passwort zur cksetzen ticket submitted de category security priority escalated,de,Security,7
ML-20993,syst me en panne syst me en panne ticket submitted fr category email priority escalated,fr,Email,3
ML-20994,system ausgefallen system ausgefallen ticket submitted de category database priority escalated,de,Database,2
ML-20995,restablecer contrase restablecer contrase ticket submitted es category cloud priority escalated,es,Cloud,1
ML-20996,sistema ca sistema ca ticket submitted es category software priority escalated,es,Software,8
ML-20997,systeem down systeem down ticket submitted nl category access management priority escalated,nl,Access Management,0
ML-20998,passwort zur cksetzen passwort zur cksetzen ticket submitted de category printing priority escalated,de,Printing,6
ML-20999,impossible de se connecter impossible de se connecter ticket submitted fr category access management priority escalated,fr,Access Management,0
ML-21000,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category email priority escalated,de,Email,3
ML-21001,passwort zur cksetzen passwort zur cksetzen ticket submitted de category network priority escalated,de,Network,5
ML-21002,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category network priority escalated,de,Network,5
ML-21003,kan niet inloggen kan niet inloggen ticket submitted nl category access management priority escalated,nl,Access Management,0
ML-21004,systeem down systeem down ticket submitted nl category access management priority escalated,nl,Access Management,0
ML-21005,system ausgefallen system ausgefallen ticket submitted de category email priority escalated,de,Email,3
ML-21006,restablecer contrase restablecer contrase ticket submitted es category security priority escalated,es,Security,7
ML-21007,passwort zur cksetzen passwort zur cksetzen ticket submitted de category printing priority escalated,de,Printing,6
ML-21009,consigo fazer login consigo fazer login ticket submitted pt category access management priority escalated,pt,Access Management,0
ML-21011,software zugriff ben tigt software zugriff ben tigt ticket submitted de category security priority escalated,de,Security,7
ML-21013,tela quebrada tela quebrada ticket submitted pt category printing priority escalated,pt,Printing,6
ML-21014,passwort zur cksetzen passwort zur cksetzen ticket submitted de category cloud priority escalated,de,Cloud,1
ML-21015,impossible de se connecter impossible de se connecter ticket submitted fr category vpn priority escalated,fr,VPN,9
ML-21016,systeem down systeem down ticket submitted nl category cloud priority escalated,nl,Cloud,1
ML-21017,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category network priority escalated,fr,Network,5
ML-21020,consigo fazer login consigo fazer login ticket submitted pt category cloud priority escalated,pt,Cloud,1
ML-21021,redefinir senha redefinir senha ticket submitted pt category network priority escalated,pt,Network,5
ML-21022,wachtwoord resetten wachtwoord resetten ticket submitted nl category database priority escalated,nl,Database,2
ML-21023,redefinir senha redefinir senha ticket submitted pt category hardware priority escalated,pt,Hardware,4
ML-21024,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category software priority escalated,es,Software,8
ML-21025,kan niet inloggen kan niet inloggen ticket submitted nl category cloud priority escalated,nl,Cloud,1
ML-21027,system ausgefallen system ausgefallen ticket submitted de category printing priority escalated,de,Printing,6
ML-21028,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category email priority escalated,fr,Email,3
ML-21029,cran cass cran cass ticket submitted fr category hardware priority escalated,fr,Hardware,4
ML-21031,pantalla rota pantalla rota ticket submitted es category printing priority escalated,es,Printing,6
ML-21032,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category security priority escalated,pt,Security,7
ML-21033,besoin acc logiciel besoin acc logiciel ticket submitted fr category security priority escalated,fr,Security,7
ML-21034,wachtwoord resetten wachtwoord resetten ticket submitted nl category email priority escalated,nl,Email,3
ML-21035,scherm kapot scherm kapot ticket submitted nl category hardware priority escalated,nl,Hardware,4
ML-21036,besoin acc logiciel besoin acc logiciel ticket submitted fr category software priority escalated,fr,Software,8
ML-21037,passwort zur cksetzen passwort zur cksetzen ticket submitted de category network priority escalated,de,Network,5
ML-21038,sistema ca sistema ca ticket submitted es category printing priority escalated,es,Printing,6
ML-21039,pantalla rota pantalla rota ticket submitted es category hardware priority escalated,es,Hardware,4
ML-21040,software zugriff ben tigt software zugriff ben tigt ticket submitted de category access management priority escalated,de,Access Management,0
ML-21041,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category software priority escalated,de,Software,8
ML-21042,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category email priority escalated,pt,Email,3
ML-21043,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category printing priority escalated,pt,Printing,6
ML-21044,sistema ca sistema ca ticket submitted es category software priority escalated,es,Software,8
ML-21047,passwort zur cksetzen passwort zur cksetzen ticket submitted de category database priority escalated,de,Database,2
ML-21048,cran cass cran cass ticket submitted fr category cloud priority escalated,fr,Cloud,1
ML-21050,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category security priority escalated,fr,Security,7
ML-21051,system ausgefallen system ausgefallen ticket submitted de category printing priority escalated,de,Printing,6
ML-21052,besoin acc logiciel besoin acc logiciel ticket submitted fr category access management priority escalated,fr,Access Management,0
ML-21053,sistema ca sistema ca ticket submitted es category network priority escalated,es,Network,5
ML-21054,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category hardware priority escalated,pt,Hardware,4
ML-21056,consigo fazer login consigo fazer login ticket submitted pt category hardware priority escalated,pt,Hardware,4
ML-21057,syst me en panne syst me en panne ticket submitted fr category access management priority escalated,fr,Access Management,0
ML-21058,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category hardware priority escalated,es,Hardware,4
ML-21059,sistema ca sistema ca ticket submitted es category security priority escalated,es,Security,7
ML-21060,consigo fazer login consigo fazer login ticket submitted pt category network priority escalated,pt,Network,5
ML-21063,sistema ca sistema ca ticket submitted es category database priority escalated,es,Database,2
ML-21064,besoin acc logiciel besoin acc logiciel ticket submitted fr category vpn priority escalated,fr,VPN,9
ML-21065,tela quebrada tela quebrada ticket submitted pt category security priority escalated,pt,Security,7
ML-21066,passwort zur cksetzen passwort zur cksetzen ticket submitted de category vpn priority escalated,de,VPN,9
ML-21067,cran cass cran cass ticket submitted fr category software priority escalated,fr,Software,8
ML-21068,syst me en panne syst me en panne ticket submitted fr category printing priority escalated,fr,Printing,6
ML-21069,sistema ca sistema ca ticket submitted es category hardware priority escalated,es,Hardware,4
ML-21070,kan niet inloggen kan niet inloggen ticket submitted nl category database priority escalated,nl,Database,2
ML-21071,toegang tot software nodig toegang tot software nodig ticket submitted nl category cloud priority escalated,nl,Cloud,1
ML-21074,syst me en panne syst me en panne ticket submitted fr category software priority escalated,fr,Software,8
ML-21076,impossible de se connecter impossible de se connecter ticket submitted fr category security priority escalated,fr,Security,7
ML-21077,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category cloud priority escalated,fr,Cloud,1
ML-21078,restablecer contrase restablecer contrase ticket submitted es category database priority escalated,es,Database,2
ML-21079,system ausgefallen system ausgefallen ticket submitted de category vpn priority escalated,de,VPN,9
ML-21081,necesito acceso al software necesito acceso al software ticket submitted es category database priority escalated,es,Database,2
ML-21082,necesito acceso al software necesito acceso al software ticket submitted es category access management priority escalated,es,Access Management,0
ML-21083,impossible de se connecter impossible de se connecter ticket submitted fr category printing priority escalated,fr,Printing,6
ML-21084,cran cass cran cass ticket submitted fr category database priority escalated,fr,Database,2
ML-21085,wachtwoord resetten wachtwoord resetten ticket submitted nl category cloud priority escalated,nl,Cloud,1
ML-21086,wachtwoord resetten wachtwoord resetten ticket submitted nl category cloud priority escalated,nl,Cloud,1
ML-21087,necesito acceso al software necesito acceso al software ticket submitted es category hardware priority escalated,es,Hardware,4
ML-21088,pantalla rota pantalla rota ticket submitted es category vpn priority escalated,es,VPN,9
ML-21090,besoin acc logiciel besoin acc logiciel ticket submitted fr category vpn priority escalated,fr,VPN,9
ML-21091,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category software priority escalated,es,Software,8
ML-21093,necesito acceso al software necesito acceso al software ticket submitted es category email priority escalated,es,Email,3
ML-21094,systeem down systeem down ticket submitted nl category database priority escalated,nl,Database,2
ML-21095,sistema ca sistema ca ticket submitted es category access management priority escalated,es,Access Management,0
ML-21096,passwort zur cksetzen passwort zur cksetzen ticket submitted de category access management priority escalated,de,Access Management,0
ML-21097,wachtwoord resetten wachtwoord resetten ticket submitted nl category email priority escalated,nl,Email,3
ML-21098,syst me en panne syst me en panne ticket submitted fr category vpn priority escalated,fr,VPN,9
ML-21099,passwort zur cksetzen passwort zur cksetzen ticket submitted de category software priority escalated,de,Software,8
ML-21100,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category hardware priority escalated,es,Hardware,4
ML-21101,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category security priority escalated,pt,Security,7
ML-21102,wachtwoord resetten wachtwoord resetten ticket submitted nl category security priority escalated,nl,Security,7
ML-21103,systeem down systeem down ticket submitted nl category access management priority escalated,nl,Access Management,0
ML-21104,system ausgefallen system ausgefallen ticket submitted de category network priority escalated,de,Network,5
ML-21105,wachtwoord resetten wachtwoord resetten ticket submitted nl category network priority escalated,nl,Network,5
ML-21106,besoin acc logiciel besoin acc logiciel ticket submitted fr category software priority escalated,fr,Software,8
ML-21107,system ausgefallen system ausgefallen ticket submitted de category hardware priority escalated,de,Hardware,4
ML-21108,scherm kapot scherm kapot ticket submitted nl category vpn priority escalated,nl,VPN,9
ML-21109,systeem down systeem down ticket submitted nl category vpn priority escalated,nl,VPN,9
ML-21110,tela quebrada tela quebrada ticket submitted pt category hardware priority escalated,pt,Hardware,4
ML-21111,tela quebrada tela quebrada ticket submitted pt category access management priority escalated,pt,Access Management,0
ML-21112,bildschirm defekt bildschirm defekt ticket submitted de category software priority escalated,de,Software,8
ML-21113,necesito acceso al software necesito acceso al software ticket submitted es category security priority escalated,es,Security,7
ML-21114,cran cass cran cass ticket submitted fr category vpn priority escalated,fr,VPN,9
ML-21115,toegang tot software nodig toegang tot software nodig ticket submitted nl category software priority escalated,nl,Software,8
ML-21117,besoin acc logiciel besoin acc logiciel ticket submitted fr category security priority escalated,fr,Security,7
ML-21118,consigo fazer login consigo fazer login ticket submitted pt category database priority escalated,pt,Database,2
ML-21119,system ausgefallen system ausgefallen ticket submitted de category access management priority escalated,de,Access Management,0
ML-21120,kan niet inloggen kan niet inloggen ticket submitted nl category software priority escalated,nl,Software,8
ML-21123,wachtwoord resetten wachtwoord resetten ticket submitted nl category security priority escalated,nl,Security,7
ML-21124,toegang tot software nodig toegang tot software nodig ticket submitted nl category software priority escalated,nl,Software,8
ML-21125,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category access management priority escalated,fr,Access Management,0
ML-21126,kan niet inloggen kan niet inloggen ticket submitted nl category email priority escalated,nl,Email,3
ML-21127,restablecer contrase restablecer contrase ticket submitted es category printing priority escalated,es,Printing,6
ML-21129,passwort zur cksetzen passwort zur cksetzen ticket submitted de category printing priority escalated,de,Printing,6
ML-21130,passwort zur cksetzen passwort zur cksetzen ticket submitted de category network priority escalated,de,Network,5
ML-21131,besoin acc logiciel besoin acc logiciel ticket submitted fr category access management priority escalated,fr,Access Management,0
ML-21133,toegang tot software nodig toegang tot software nodig ticket submitted nl category hardware priority escalated,nl,Hardware,4
ML-21134,sistema ca sistema ca ticket submitted es category database priority escalated,es,Database,2
ML-21135,necesito acceso al software necesito acceso al software ticket submitted es category email priority escalated,es,Email,3
ML-21136,passwort zur cksetzen passwort zur cksetzen ticket submitted de category software priority escalated,de,Software,8
ML-21137,besoin acc logiciel besoin acc logiciel ticket submitted fr category network priority escalated,fr,Network,5
ML-21138,sistema fora ar sistema fora ar ticket submitted pt category vpn priority escalated,pt,VPN,9
ML-21139,software zugriff ben tigt software zugriff ben tigt ticket submitted de category cloud priority escalated,de,Cloud,1
ML-21140,restablecer contrase restablecer contrase ticket submitted es category database priority escalated,es,Database,2
ML-21142,sistema ca sistema ca ticket submitted es category vpn priority escalated,es,VPN,9
ML-21143,restablecer contrase restablecer contrase ticket submitted es category security priority escalated,es,Security,7
ML-21144,consigo fazer login consigo fazer login ticket submitted pt category database priority escalated,pt,Database,2
ML-21145,cran cass cran cass ticket submitted fr category database priority escalated,fr,Database,2
ML-21146,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category access management priority escalated,fr,Access Management,0
ML-21148,tela quebrada tela quebrada ticket submitted pt category security priority escalated,pt,Security,7
ML-21151,consigo fazer login consigo fazer login ticket submitted pt category database priority escalated,pt,Database,2
ML-21152,impossible de se connecter impossible de se connecter ticket submitted fr category hardware priority escalated,fr,Hardware,4
ML-21153,consigo fazer login consigo fazer login ticket submitted pt category software priority escalated,pt,Software,8
ML-21154,restablecer contrase restablecer contrase ticket submitted es category email priority escalated,es,Email,3
ML-21155,redefinir senha redefinir senha ticket submitted pt category hardware priority escalated,pt,Hardware,4
ML-21156,system ausgefallen system ausgefallen ticket submitted de category access management priority escalated,de,Access Management,0
ML-21157,system ausgefallen system ausgefallen ticket submitted de category database priority escalated,de,Database,2
ML-21158,redefinir senha redefinir senha ticket submitted pt category cloud priority escalated,pt,Cloud,1
ML-21159,kan niet inloggen kan niet inloggen ticket submitted nl category database priority escalated,nl,Database,2
ML-21160,redefinir senha redefinir senha ticket submitted pt category access management priority escalated,pt,Access Management,0
ML-21161,software zugriff ben tigt software zugriff ben tigt ticket submitted de category email priority escalated,de,Email,3
ML-21162,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category access management priority escalated,pt,Access Management,0
ML-21163,bildschirm defekt bildschirm defekt ticket submitted de category network priority escalated,de,Network,5
ML-21164,passwort zur cksetzen passwort zur cksetzen ticket submitted de category cloud priority escalated,de,Cloud,1
ML-21165,scherm kapot scherm kapot ticket submitted nl category cloud priority escalated,nl,Cloud,1
ML-21166,besoin acc logiciel besoin acc logiciel ticket submitted fr category hardware priority escalated,fr,Hardware,4
ML-21167,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category network priority escalated,pt,Network,5
ML-21168,cran cass cran cass ticket submitted fr category network priority escalated,fr,Network,5
ML-21169,scherm kapot scherm kapot ticket submitted nl category software priority escalated,nl,Software,8
ML-21172,wachtwoord resetten wachtwoord resetten ticket submitted nl category hardware priority escalated,nl,Hardware,4
ML-21173,wachtwoord resetten wachtwoord resetten ticket submitted nl category email priority escalated,nl,Email,3
ML-21174,pantalla rota pantalla rota ticket submitted es category security priority escalated,es,Security,7
ML-21175,tela quebrada tela quebrada ticket submitted pt category hardware priority escalated,pt,Hardware,4
ML-21177,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category database priority escalated,es,Database,2
ML-21179,software zugriff ben tigt software zugriff ben tigt ticket submitted de category software priority escalated,de,Software,8
ML-21180,syst me en panne syst me en panne ticket submitted fr category network priority escalated,fr,Network,5
ML-21181,bildschirm defekt bildschirm defekt ticket submitted de category cloud priority escalated,de,Cloud,1
ML-21183,impossible de se connecter impossible de se connecter ticket submitted fr category printing priority escalated,fr,Printing,6
ML-21184,bildschirm defekt bildschirm defekt ticket submitted de category network priority escalated,de,Network,5
ML-21185,syst me en panne syst me en panne ticket submitted fr category access management priority escalated,fr,Access Management,0
ML-21186,redefinir senha redefinir senha ticket submitted pt category vpn priority escalated,pt,VPN,9
ML-21187,bildschirm defekt bildschirm defekt ticket submitted de category vpn priority escalated,de,VPN,9
ML-21189,redefinir senha redefinir senha ticket submitted pt category vpn priority escalated,pt,VPN,9
ML-21190,restablecer contrase restablecer contrase ticket submitted es category email priority escalated,es,Email,3
ML-21191,toegang tot software nodig toegang tot software nodig ticket submitted nl category cloud priority escalated,nl,Cloud,1
ML-21192,impossible de se connecter impossible de se connecter ticket submitted fr category email priority escalated,fr,Email,3
ML-21193,redefinir senha redefinir senha ticket submitted pt category access management priority escalated,pt,Access Management,0
ML-21194,redefinir senha redefinir senha ticket submitted pt category security priority escalated,pt,Security,7
ML-21195,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category cloud priority escalated,es,Cloud,1
ML-21197,software zugriff ben tigt software zugriff ben tigt ticket submitted de category printing priority escalated,de,Printing,6
ML-21198,besoin acc logiciel besoin acc logiciel ticket submitted fr category network priority escalated,fr,Network,5
ML-21199,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category software priority escalated,es,Software,8
ML-21200,impossible de se connecter impossible de se connecter ticket submitted fr category hardware priority escalated,fr,Hardware,4
ML-21201,besoin acc logiciel besoin acc logiciel ticket submitted fr category network priority escalated,fr,Network,5
ML-21202,sistema ca sistema ca ticket submitted es category vpn priority escalated,es,VPN,9
ML-21203,software zugriff ben tigt software zugriff ben tigt ticket submitted de category security priority escalated,de,Security,7
ML-21205,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category vpn priority escalated,fr,VPN,9
ML-21207,wachtwoord resetten wachtwoord resetten ticket submitted nl category security priority escalated,nl,Security,7
ML-21208,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category cloud priority escalated,fr,Cloud,1
ML-21209,wachtwoord resetten wachtwoord resetten ticket submitted nl category email priority escalated,nl,Email,3
ML-21210,restablecer contrase restablecer contrase ticket submitted es category software priority escalated,es,Software,8
ML-21211,bildschirm defekt bildschirm defekt ticket submitted de category hardware priority escalated,de,Hardware,4
ML-21213,consigo fazer login consigo fazer login ticket submitted pt category hardware priority escalated,pt,Hardware,4
ML-21214,sistema ca sistema ca ticket submitted es category software priority escalated,es,Software,8
ML-21216,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category hardware priority escalated,fr,Hardware,4
ML-21217,besoin acc logiciel besoin acc logiciel ticket submitted fr category email priority escalated,fr,Email,3
ML-21218,sistema fora ar sistema fora ar ticket submitted pt category hardware priority escalated,pt,Hardware,4
ML-21220,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category cloud priority escalated,pt,Cloud,1
ML-21222,pantalla rota pantalla rota ticket submitted es category network priority escalated,es,Network,5
ML-21223,system ausgefallen system ausgefallen ticket submitted de category hardware priority escalated,de,Hardware,4
ML-21224,software zugriff ben tigt software zugriff ben tigt ticket submitted de category security priority escalated,de,Security,7
ML-21227,syst me en panne syst me en panne ticket submitted fr category network priority escalated,fr,Network,5
ML-21228,redefinir senha redefinir senha ticket submitted pt category hardware priority escalated,pt,Hardware,4
ML-21231,sistema fora ar sistema fora ar ticket submitted pt category access management priority escalated,pt,Access Management,0
ML-21233,toegang tot software nodig toegang tot software nodig ticket submitted nl category vpn priority escalated,nl,VPN,9
ML-21234,necesito acceso al software necesito acceso al software ticket submitted es category cloud priority escalated,es,Cloud,1
ML-21235,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category hardware priority escalated,pt,Hardware,4
ML-21236,consigo fazer login consigo fazer login ticket submitted pt category security priority escalated,pt,Security,7
ML-21237,redefinir senha redefinir senha ticket submitted pt category access management priority escalated,pt,Access Management,0
ML-21238,bildschirm defekt bildschirm defekt ticket submitted de category email priority escalated,de,Email,3
ML-21239,tela quebrada tela quebrada ticket submitted pt category software priority escalated,pt,Software,8
ML-21241,bildschirm defekt bildschirm defekt ticket submitted de category access management priority escalated,de,Access Management,0
ML-21242,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category software priority escalated,de,Software,8
ML-21243,redefinir senha redefinir senha ticket submitted pt category software priority escalated,pt,Software,8
ML-21244,scherm kapot scherm kapot ticket submitted nl category security priority escalated,nl,Security,7
ML-21245,restablecer contrase restablecer contrase ticket submitted es category email priority escalated,es,Email,3
ML-21246,necesito acceso al software necesito acceso al software ticket submitted es category vpn priority escalated,es,VPN,9
ML-21247,cran cass cran cass ticket submitted fr category database priority escalated,fr,Database,2
ML-21248,besoin acc logiciel besoin acc logiciel ticket submitted fr category access management priority escalated,fr,Access Management,0
ML-21249,restablecer contrase restablecer contrase ticket submitted es category vpn priority escalated,es,VPN,9
ML-21250,redefinir senha redefinir senha ticket submitted pt category network priority escalated,pt,Network,5
ML-21251,software zugriff ben tigt software zugriff ben tigt ticket submitted de category hardware priority escalated,de,Hardware,4
ML-21252,impossible de se connecter impossible de se connecter ticket submitted fr category printing priority escalated,fr,Printing,6
ML-21253,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category email priority escalated,es,Email,3
ML-21254,restablecer contrase restablecer contrase ticket submitted es category access management priority escalated,es,Access Management,0
ML-21255,sistema ca sistema ca ticket submitted es category hardware priority escalated,es,Hardware,4
ML-21256,passwort zur cksetzen passwort zur cksetzen ticket submitted de category vpn priority escalated,de,VPN,9
ML-21257,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category email priority escalated,pt,Email,3
ML-21258,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category email priority escalated,de,Email,3
ML-21259,system ausgefallen system ausgefallen ticket submitted de category access management priority escalated,de,Access Management,0
ML-21260,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category email priority escalated,de,Email,3
ML-21261,consigo fazer login consigo fazer login ticket submitted pt category hardware priority escalated,pt,Hardware,4
ML-21262,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category cloud priority escalated,pt,Cloud,1
ML-21263,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category cloud priority escalated,fr,Cloud,1
ML-21264,sistema fora ar sistema fora ar ticket submitted pt category access management priority escalated,pt,Access Management,0
ML-21265,necesito acceso al software necesito acceso al software ticket submitted es category email priority escalated,es,Email,3
ML-21266,necesito acceso al software necesito acceso al software ticket submitted es category database priority escalated,es,Database,2
ML-21267,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category cloud priority escalated,pt,Cloud,1
ML-21269,pantalla rota pantalla rota ticket submitted es category cloud priority escalated,es,Cloud,1
ML-21271,wachtwoord resetten wachtwoord resetten ticket submitted nl category cloud priority escalated,nl,Cloud,1
ML-21272,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category hardware priority escalated,pt,Hardware,4
ML-21273,systeem down systeem down ticket submitted nl category database priority escalated,nl,Database,2
ML-21274,bildschirm defekt bildschirm defekt ticket submitted de category network priority escalated,de,Network,5
ML-21275,toegang tot software nodig toegang tot software nodig ticket submitted nl category printing priority escalated,nl,Printing,6
ML-21276,kan niet inloggen kan niet inloggen ticket submitted nl category access management priority escalated,nl,Access Management,0
ML-21277,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category network priority escalated,de,Network,5
ML-21278,passwort zur cksetzen passwort zur cksetzen ticket submitted de category email priority escalated,de,Email,3
ML-21281,system ausgefallen system ausgefallen ticket submitted de category security priority escalated,de,Security,7
ML-21282,redefinir senha redefinir senha ticket submitted pt category security priority escalated,pt,Security,7
ML-21283,besoin acc logiciel besoin acc logiciel ticket submitted fr category email priority escalated,fr,Email,3
ML-21284,toegang tot software nodig toegang tot software nodig ticket submitted nl category printing priority escalated,nl,Printing,6
ML-21285,system ausgefallen system ausgefallen ticket submitted de category printing priority escalated,de,Printing,6
ML-21286,wachtwoord resetten wachtwoord resetten ticket submitted nl category vpn priority escalated,nl,VPN,9
ML-21287,wachtwoord resetten wachtwoord resetten ticket submitted nl category cloud priority escalated,nl,Cloud,1
ML-21288,impossible de se connecter impossible de se connecter ticket submitted fr category vpn priority escalated,fr,VPN,9
ML-21289,necesito acceso al software necesito acceso al software ticket submitted es category network priority escalated,es,Network,5
ML-21290,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category email priority escalated,es,Email,3
ML-21291,bildschirm defekt bildschirm defekt ticket submitted de category printing priority escalated,de,Printing,6
ML-21293,bildschirm defekt bildschirm defekt ticket submitted de category database priority escalated,de,Database,2
ML-21294,sistema ca sistema ca ticket submitted es category security priority escalated,es,Security,7
ML-21295,passwort zur cksetzen passwort zur cksetzen ticket submitted de category vpn priority escalated,de,VPN,9
ML-21296,toegang tot software nodig toegang tot software nodig ticket submitted nl category database priority escalated,nl,Database,2
ML-21297,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category access management priority escalated,es,Access Management,0
ML-21298,redefinir senha redefinir senha ticket submitted pt category access management priority escalated,pt,Access Management,0
ML-21299,pantalla rota pantalla rota ticket submitted es category software priority escalated,es,Software,8
ML-21302,toegang tot software nodig toegang tot software nodig ticket submitted nl category network priority escalated,nl,Network,5
ML-21303,consigo fazer login consigo fazer login ticket submitted pt category printing priority escalated,pt,Printing,6
ML-21304,passwort zur cksetzen passwort zur cksetzen ticket submitted de category vpn priority escalated,de,VPN,9
ML-21306,passwort zur cksetzen passwort zur cksetzen ticket submitted de category security priority escalated,de,Security,7
ML-21307,syst me en panne syst me en panne ticket submitted fr category database priority escalated,fr,Database,2
