ticket_id,category_encoded,priority_numeric,text_length,word_count,hour_of_day,day_of_week,is_weekend,is_business_hours,resolution_hours,sla_target_hours,sla_risk
ML-21004,0,3,107,12,20,5,1,0,39.0,8,1
ML-21005,3,4,107,11,20,3,0,0,39.0,2,1
ML-21006,7,1,118,11,21,4,0,0,41.0,72,0
ML-21007,6,3,116,13,21,1,0,0,39.0,8,1
ML-21008,7,4,100,11,8,3,0,1,41.0,2,1
ML-21009,0,1,129,14,2,3,0,0,39.0,72,0
ML-21010,3,4,97,11,23,5,1,0,39.0,2,1
ML-21011,7,1,124,15,0,2,0,0,41.0,72,0
ML-21012,5,2,101,11,12,2,0,1,39.0,24,1
ML-21013,6,4,100,11,6,2,0,0,39.0,2,1
ML-21014,1,3,113,13,5,1,0,0,38.0,8,1
ML-21015,9,1,121,15,9,2,0,1,40.0,72,0
ML-21016,1,4,95,11,19,6,1,0,38.0,2,1
ML-21017,5,3,131,17,2,6,1,0,39.0,8,1
ML-21018,8,1,102,11,5,6,1,0,38.0,72,0
ML-21019,1,3,95,11,11,0,0,1,38.0,8,1
ML-21020,1,1,117,13,10,3,0,1,38.0,72,0
ML-21021,5,1,103,11,3,6,1,0,39.0,72,0
ML-21022,2,3,112,11,17,0,0,1,39.0,8,1
ML-21023,4,3,104,11,11,1,0,1,39.0,8,1
ML-21024,8,2,120,15,18,2,0,1,38.0,24,1
ML-21025,1,3,105,13,11,2,0,1,38.0,8,1
ML-21026,7,2,98,11,18,1,0,1,41.0,24,1
ML-21027,6,1,110,11,1,4,0,0,39.0,72,0
ML-21028,3,4,129,17,2,0,0,0,39.0,2,1
ML-21029,4,1,96,11,6,1,0,0,39.0,72,0
ML-21030,3,3,97,11,10,2,0,1,39.0,8,1
ML-21031,6,1,100,11,5,2,0,0,39.0,72,0
ML-21032,7,4,132,17,14,0,0,1,41.0,2,1
ML-21033,7,3,120,13,13,0,0,1,41.0,8,1
ML-21034,3,2,109,11,1,6,1,0,39.0,24,1
ML-21035,4,4,98,11,21,0,0,0,39.0,2,1
ML-21036,8,1,120,13,14,5,1,1,38.0,72,0
ML-21037,5,2,115,13,4,6,1,0,39.0,24,1
ML-21038,6,3,100,11,23,3,0,0,39.0,8,1
ML-21039,4,3,100,11,16,6,1,1,39.0,8,1
ML-21040,0,2,133,16,20,2,0,0,39.0,24,1
ML-21041,8,4,122,15,17,1,0,1,38.0,2,1
ML-21042,3,1,129,17,2,0,0,0,39.0,72,0
ML-21043,6,2,132,17,13,5,1,1,39.0,24,1
ML-21044,8,2,100,11,21,5,1,0,38.0,24,1
ML-21045,7,2,96,11,1,2,0,0,41.0,24,1
ML-21046,4,2,98,11,18,1,0,1,39.0,24,1
ML-21047,2,1,116,13,3,3,0,0,39.0,72,0
ML-21048,1,2,93,11,22,0,0,0,38.0,24,1
ML-21049,0,4,105,12,9,0,0,1,39.0,2,1
ML-21050,7,2,132,17,8,4,0,1,41.0,24,1
ML-21051,6,1,110,11,13,2,0,1,39.0,72,0
ML-21052,0,1,129,14,2,6,1,0,39.0,72,0
ML-21053,5,3,99,11,9,4,0,1,39.0,8,1
ML-21054,4,3,132,17,18,0,0,1,39.0,8,1
ML-21055,8,3,102,11,2,4,0,0,38.0,8,1
ML-21056,4,1,120,13,2,6,1,0,39.0,72,0
ML-21057,0,1,115,16,11,5,1,1,39.0,72,0
ML-21058,4,4,120,15,22,2,0,0,39.0,2,1
ML-21059,7,2,100,11,1,1,0,0,41.0,24,1
ML-21060,5,3,119,13,5,1,0,0,39.0,8,1
ML-21061,0,3,111,12,2,5,1,0,39.0,8,1
ML-21062,8,2,98,11,22,4,0,0,38.0,24,1
ML-21063,2,1,100,11,20,4,0,0,39.0,72,0
ML-21064,9,2,115,13,8,3,0,1,40.0,24,1
ML-21065,7,1,100,11,20,1,0,0,41.0,72,0
ML-21066,9,4,111,13,14,3,0,1,40.0,2,1
ML-21067,8,4,96,11,5,3,0,0,38.0,2,1
ML-21068,6,1,106,15,17,2,0,1,39.0,72,0
ML-21069,4,1,100,11,19,6,1,0,39.0,72,0
ML-21070,2,1,108,13,18,4,0,1,39.0,72,0
ML-21071,1,4,123,15,16,5,1,1,38.0,2,1
ML-21072,9,2,91,11,6,6,1,0,40.0,24,1
ML-21073,8,4,102,11,19,4,0,0,38.0,2,1
ML-21074,8,1,106,15,14,3,0,1,38.0,72,0
ML-21075,8,1,96,11,17,2,0,1,38.0,72,0
ML-21076,7,3,126,15,21,4,0,0,41.0,8,1
ML-21077,1,1,129,17,8,2,0,1,38.0,72,0
ML-21078,2,3,118,11,1,3,0,0,39.0,8,1
ML-21079,9,1,105,11,5,5,1,0,40.0,72,0
ML-21080,8,2,96,11,18,3,0,1,38.0,24,1
ML-21081,2,4,128,15,9,3,0,1,39.0,2,1
ML-21082,0,1,137,16,3,2,0,0,39.0,72,0
ML-21083,6,2,126,15,15,6,1,1,39.0,24,1
ML-21084,2,3,96,11,4,0,0,0,39.0,8,1
ML-21085,1,2,109,11,1,5,1,0,38.0,24,1
ML-21086,1,2,109,11,12,0,0,1,38.0,24,1
ML-21087,4,3,128,15,15,5,1,1,39.0,8,1
ML-21088,9,3,95,11,17,1,0,1,40.0,8,1
ML-21089,1,3,97,11,20,0,0,0,38.0,8,1
ML-21090,9,1,115,13,12,4,0,1,40.0,72,0
ML-21091,8,1,120,15,5,3,0,0,38.0,72,0
ML-21092,9,3,93,11,0,1,0,0,40.0,8,1
ML-21093,3,2,125,15,19,4,0,0,39.0,24,1
ML-21094,2,1,98,11,22,0,0,0,39.0,72,0
ML-21095,0,3,109,12,0,0,0,0,39.0,8,1
ML-21096,0,1,125,14,6,4,0,0,39.0,72,0
ML-21097,3,1,109,11,5,6,1,0,39.0,72,0
ML-21098,9,3,101,15,8,3,0,1,40.0,8,1
ML-21099,8,3,116,13,2,0,0,0,38.0,8,1
ML-21100,4,2,120,15,5,0,0,0,39.0,24,1
ML-21101,7,2,132,17,21,5,1,0,41.0,24,1
ML-21102,7,3,112,11,17,4,0,1,41.0,8,1
ML-21103,0,2,107,12,18,2,0,1,39.0,24,1
ML-21104,5,1,109,11,9,5,1,1,39.0,72,0
ML-21105,5,1,111,11,2,5,1,0,39.0,72,0
ML-21106,8,4,120,13,7,0,0,0,38.0,2,1
ML-21107,4,1,110,11,10,2,0,1,39.0,72,0
ML-21108,9,1,93,11,8,0,0,1,40.0,72,0
ML-21109,9,3,93,11,0,3,0,0,40.0,8,1
ML-21110,4,4,100,11,11,6,1,1,39.0,2,1
ML-21111,0,1,109,12,20,6,1,0,39.0,72,0
ML-21112,8,2,108,11,1,6,1,0,38.0,24,1
ML-21113,7,1,128,15,19,5,1,0,41.0,72,0
ML-21114,9,3,91,11,18,4,0,1,40.0,8,1
ML-21115,8,1,126,15,23,5,1,0,38.0,72,0
ML-21116,6,3,96,11,21,5,1,0,39.0,8,1
ML-21117,7,3,120,13,5,0,0,0,41.0,8,1
ML-21118,2,4,120,13,9,6,1,1,39.0,2,1
ML-21119,0,4,119,12,23,0,0,0,39.0,2,1
ML-21120,8,2,108,13,0,3,0,0,38.0,24,1
ML-21121,1,3,99,11,5,3,0,0,38.0,8,1
ML-21122,4,4,102,11,19,6,1,0,39.0,2,1
ML-21123,7,3,112,11,20,4,0,0,41.0,8,1
ML-21124,8,4,126,15,23,2,0,0,38.0,2,1
ML-21125,0,2,141,18,9,6,1,1,39.0,24,1
ML-21126,3,2,105,13,5,0,0,0,39.0,24,1
ML-21127,6,1,118,11,0,4,0,0,39.0,72,0
ML-21128,5,2,99,11,19,3,0,0,39.0,24,1
ML-21129,6,4,116,13,11,2,0,1,39.0,2,1
ML-21130,5,4,115,13,4,3,0,0,39.0,2,1
ML-21131,0,2,129,14,20,0,0,0,39.0,24,1
ML-21132,5,4,99,11,23,2,0,0,39.0,2,1
ML-21133,4,2,126,15,1,2,0,0,39.0,24,1
ML-21134,2,2,100,11,11,6,1,1,39.0,24,1
ML-21135,3,4,125,15,0,6,1,0,39.0,2,1
ML-21136,8,2,116,13,12,0,0,1,38.0,24,1
ML-21137,5,1,119,13,22,6,1,0,39.0,72,0
ML-21138,9,2,105,13,20,1,0,0,40.0,24,1
ML-21139,1,3,121,15,11,2,0,1,38.0,8,1
ML-21140,2,4,118,11,1,4,0,0,39.0,2,1
ML-21141,5,3,97,11,3,1,0,0,39.0,8,1
ML-21142,9,3,95,11,5,2,0,0,40.0,8,1
ML-21143,7,4,118,11,22,3,0,0,41.0,2,1
ML-21144,2,4,120,13,19,5,1,0,39.0,2,1
ML-21145,2,1,96,11,9,6,1,1,39.0,72,0
ML-21146,0,2,141,18,23,0,0,0,39.0,24,1
ML-21147,7,3,100,11,18,2,0,1,41.0,8,1
ML-21148,7,3,100,11,23,1,0,0,41.0,8,1
ML-21149,6,2,98,11,10,1,0,1,39.0,24,1
ML-21150,6,1,114,13,18,2,0,1,39.0,72,0
ML-21151,2,4,120,13,16,3,0,1,39.0,2,1
ML-21152,4,1,126,15,12,3,0,1,39.0,72,0
ML-21153,8,3,120,13,11,2,0,1,38.0,8,1
ML-21154,3,2,115,11,10,1,0,1,39.0,24,1
ML-21155,4,3,104,11,21,6,1,0,39.0,8,1
ML-21156,0,1,119,12,17,0,0,1,39.0,72,0
ML-21157,2,3,110,11,16,5,1,1,39.0,8,1
ML-21158,1,2,101,11,8,3,0,1,38.0,24,1
ML-21159,2,3,108,13,18,6,1,1,39.0,8,1
ML-21160,0,4,113,12,18,6,1,1,39.0,2,1
ML-21161,3,3,121,15,7,4,0,0,39.0,8,1
ML-21162,0,1,141,18,15,5,1,1,39.0,72,0
ML-21163,5,2,107,11,5,2,0,0,39.0,24,1
ML-21164,1,1,113,13,10,4,0,1,38.0,72,0
ML-21165,1,4,95,11,22,5,1,0,38.0,2,1
ML-21166,4,4,120,13,13,3,0,1,39.0,2,1
ML-21167,5,1,131,17,7,1,0,0,39.0,72,0
ML-21168,5,1,95,11,4,0,0,0,39.0,72,0
ML-21169,8,3,98,11,1,5,1,0,38.0,8,1
ML-21170,2,3,98,11,3,2,0,0,39.0,8,1
ML-21171,8,1,98,11,9,3,0,1,38.0,72,0
ML-21172,4,4,112,11,4,0,0,0,39.0,2,1
ML-21173,3,2,109,11,8,6,1,1,39.0,24,1
ML-21174,7,4,100,11,1,4,0,0,41.0,2,1
ML-21175,4,3,100,11,3,4,0,0,39.0,8,1
ML-21176,6,3,96,11,10,6,1,1,39.0,8,1
ML-21177,2,4,120,15,21,2,0,0,39.0,2,1
ML-21178,4,4,98,11,1,6,1,0,39.0,2,1
ML-21179,8,3,124,15,8,0,0,1,38.0,8,1
ML-21180,5,3,105,15,14,1,0,1,39.0,8,1
ML-21181,1,4,105,11,8,1,0,1,38.0,2,1
ML-21182,6,1,100,11,5,0,0,0,39.0,72,0
ML-21183,6,4,126,15,7,0,0,0,39.0,2,1
ML-21184,5,3,107,11,13,4,0,1,39.0,8,1
ML-21185,0,1,115,16,1,4,0,0,39.0,72,0
ML-21186,9,2,99,11,20,6,1,0,40.0,24,1
ML-21187,9,2,103,11,1,1,0,0,40.0,24,1
ML-21188,0,4,111,12,15,6,1,1,39.0,2,1
ML-21189,9,4,99,11,13,2,0,1,40.0,2,1
ML-21190,3,3,115,11,22,5,1,0,39.0,8,1
ML-21191,1,1,123,15,19,1,0,0,38.0,72,0
ML-21192,3,1,123,15,19,6,1,0,39.0,72,0
ML-21193,0,2,113,12,16,2,0,1,39.0,24,1
ML-21194,7,2,104,11,8,0,0,1,41.0,24,1
ML-21195,1,2,117,15,3,2,0,0,38.0,24,1
ML-21196,1,2,111,13,9,5,1,1,38.0,24,1
ML-21197,6,2,124,15,5,2,0,0,39.0,24,1
ML-21198,5,1,119,13,11,0,0,1,39.0,72,0
ML-21199,8,4,120,15,17,5,1,1,38.0,2,1
ML-21200,4,3,126,15,2,1,0,0,39.0,8,1
ML-21201,5,3,119,13,22,5,1,0,39.0,8,1
ML-21202,9,3,95,11,14,6,1,1,40.0,8,1
ML-21203,7,2,124,15,15,0,0,1,41.0,24,1
ML-21204,2,2,98,11,9,4,0,1,39.0,24,1
ML-21205,9,4,127,17,17,2,0,1,40.0,2,1
ML-21206,3,4,97,11,13,3,0,1,39.0,2,1
ML-21207,7,3,112,11,19,4,0,0,41.0,8,1
ML-21208,1,2,129,17,0,5,1,0,38.0,24,1
ML-21209,3,2,109,11,8,3,0,1,39.0,24,1
ML-21210,8,3,118,11,2,1,0,0,38.0,8,1
ML-21211,4,3,108,11,7,2,0,0,39.0,8,1
ML-21212,8,1,100,11,8,1,0,1,38.0,72,0
ML-21213,4,4,120,13,22,4,0,0,39.0,2,1
ML-21214,8,2,100,11,19,6,1,0,38.0,24,1
ML-21215,4,3,96,11,1,0,0,0,39.0,8,1
ML-21216,4,3,132,17,13,3,0,1,39.0,8,1
ML-21217,3,3,117,13,15,4,0,1,39.0,8,1
ML-21218,4,2,110,13,17,6,1,1,39.0,24,1
ML-21219,1,4,111,13,11,1,0,1,38.0,2,1
ML-21220,1,2,129,17,9,1,0,1,38.0,24,1
ML-21221,9,2,93,11,16,3,0,1,40.0,24,1
ML-21222,5,2,99,11,17,5,1,1,39.0,24,1
ML-21223,4,2,110,11,8,5,1,1,39.0,24,1
ML-21224,7,2,124,15,5,2,0,0,41.0,24,1
ML-21225,7,3,100,11,15,6,1,1,41.0,8,1
ML-21226,8,2,102,11,20,1,0,0,38.0,24,1
ML-21227,5,2,105,15,2,0,0,0,39.0,24,1
ML-21228,4,1,104,11,3,3,0,0,39.0,72,0
ML-21229,8,2,98,11,4,2,0,0,38.0,24,1
ML-21230,5,1,97,11,15,2,0,1,39.0,72,0
ML-21231,0,3,119,14,21,0,0,0,39.0,8,1
ML-21232,5,2,95,11,0,1,0,0,39.0,24,1
ML-21233,9,2,121,15,8,5,1,1,40.0,24,1
ML-21234,1,3,125,15,8,2,0,1,38.0,8,1
ML-21235,4,3,132,17,7,5,1,0,39.0,8,1
ML-21236,7,1,120,13,20,4,0,0,41.0,72,0
ML-21237,0,2,113,12,1,1,0,0,39.0,24,1
ML-21238,3,2,105,11,17,6,1,1,39.0,24,1
ML-21239,8,2,100,11,18,3,0,1,38.0,24,1
ML-21240,5,4,97,11,13,0,0,1,39.0,2,1
ML-21241,0,3,117,12,8,3,0,1,39.0,8,1
ML-21242,8,2,122,15,16,0,0,1,38.0,24,1
ML-21243,8,2,104,11,14,2,0,1,38.0,24,1
ML-21244,7,1,98,11,19,1,0,0,41.0,72,0
ML-21245,3,3,115,11,21,4,0,0,39.0,8,1
ML-21246,9,3,123,15,9,0,0,1,40.0,8,1
ML-21247,2,4,96,11,7,1,0,0,39.0,2,1
ML-21248,0,1,129,14,20,4,0,0,39.0,72,0
ML-21249,9,2,113,11,6,4,0,0,40.0,24,1
ML-21250,5,1,103,11,16,4,0,1,39.0,72,0
ML-21251,4,1,124,15,22,5,1,0,39.0,72,0
ML-21252,6,1,126,15,15,4,0,1,39.0,72,0
ML-21253,3,4,117,15,1,2,0,0,39.0,2,1
ML-21254,0,4,127,12,21,3,0,0,39.0,2,1
ML-21255,4,1,100,11,23,0,0,0,39.0,72,0
ML-21256,9,4,111,13,11,2,0,1,40.0,2,1
ML-21257,3,4,129,17,7,5,1,0,39.0,2,1
ML-21258,3,1,119,15,22,0,0,0,39.0,72,0
ML-21259,0,3,119,12,20,5,1,0,39.0,8,1
ML-21260,3,3,119,15,23,4,0,0,39.0,8,1
ML-21261,4,4,120,13,8,3,0,1,39.0,2,1
ML-21262,1,4,129,17,12,1,0,1,38.0,2,1
ML-21263,1,1,129,17,13,1,0,1,38.0,72,0
ML-21264,0,2,119,14,13,0,0,1,39.0,24,1
ML-21265,3,1,125,15,13,4,0,1,39.0,72,0
ML-21266,2,4,128,15,10,1,0,1,39.0,2,1
ML-21267,1,2,129,17,12,2,0,1,38.0,24,1
ML-21268,6,4,102,11,3,1,0,0,39.0,2,1
ML-21269,1,4,97,11,20,0,0,0,38.0,2,1
ML-21270,6,1,100,11,22,5,1,0,39.0,72,0
ML-21271,1,4,109,11,6,3,0,0,38.0,2,1
ML-21272,4,1,132,17,16,2,0,1,39.0,72,0
ML-21273,2,2,98,11,22,6,1,0,39.0,24,1
ML-21274,5,4,107,11,6,2,0,0,39.0,2,1
ML-21275,6,2,126,15,23,0,0,0,39.0,24,1
ML-21276,0,1,117,14,0,1,0,0,39.0,72,0
ML-21277,5,4,121,15,10,2,0,1,39.0,2,1
ML-21278,3,2,113,13,8,6,1,1,39.0,24,1
ML-21279,2,3,96,11,0,2,0,0,39.0,8,1
ML-21280,4,4,96,11,16,1,0,1,39.0,2,1
ML-21281,7,1,110,11,15,5,1,1,41.0,72,0
ML-21282,7,4,104,11,22,3,0,0,41.0,2,1
ML-21283,3,1,117,13,13,6,1,1,39.0,72,0
ML-21284,6,3,126,15,17,3,0,1,39.0,8,1
ML-21285,6,4,110,11,13,0,0,1,39.0,2,1
ML-21286,9,4,107,11,13,3,0,1,40.0,2,1
ML-21287,1,3,109,11,6,6,1,0,38.0,8,1
ML-21288,9,2,121,15,22,0,0,0,40.0,24,1
ML-21289,5,3,127,15,7,3,0,0,39.0,8,1
ML-21290,3,4,117,15,9,0,0,1,39.0,2,1
ML-21291,6,3,108,11,19,4,0,0,39.0,8,1
ML-21292,8,4,114,13,22,3,0,0,38.0,2,1
ML-21293,2,2,108,11,3,5,1,0,39.0,24,1
ML-21294,7,1,100,11,13,4,0,1,41.0,72,0
ML-21295,9,3,111,13,23,1,0,0,40.0,8,1
ML-21296,2,1,126,15,23,1,0,0,39.0,72,0
ML-21297,0,4,129,16,18,5,1,1,39.0,2,1
ML-21298,0,2,113,12,21,2,0,0,39.0,24,1
ML-21299,8,3,100,11,0,5,1,0,38.0,8,1
ML-21300,0,4,123,14,19,1,0,0,39.0,2,1
ML-21301,6,3,100,11,22,4,0,0,39.0,8,1
ML-21302,5,2,125,15,0,0,0,0,39.0,24,1
ML-21303,6,3,120,13,7,6,1,0,39.0,8,1
ML-21304,9,4,111,13,4,0,0,0,40.0,2,1
ML-21305,4,1,98,11,8,0,0,1,39.0,72,0
ML-21306,7,1,116,13,4,0,0,0,41.0,72,0
ML-21307,2,1,106,15,20,4,0,0,39.0,72,0
ML-21308,8,1,104,11,3,5,1,0,38.0,72,0
ML-21309,3,2,125,15,7,0,0,0,39.0,24,1
ML-21310,9,4,121,15,2,1,0,0,40.0,2,1
ML-21311,4,3,120,13,13,5,1,1,39.0,8,1
ML-21312,7,3,114,13,7,6,1,0,41.0,8,1
ML-21313,6,1,100,11,6,1,0,0,39.0,72,0
ML-21314,7,3,110,13,2,2,0,0,41.0,8,1
ML-21315,9,1,115,13,12,0,0,1,40.0,72,0
ML-21316,6,4,98,11,22,1,0,0,39.0,2,1
ML-21317,3,1,103,15,0,2,0,0,39.0,72,0
ML-21318,9,1,119,15,9,4,0,1,40.0,72,0
ML-21319,0,2,141,18,12,6,1,1,39.0,24,1
ML-21320,3,1,129,17,1,4,0,0,39.0,72,0
ML-21321,0,4,119,14,6,6,1,0,39.0,2,1
ML-21322,2,2,100,11,1,6,1,0,39.0,24,1
ML-21323,7,3,120,13,16,0,0,1,41.0,8,1
ML-21324,9,1,111,13,17,0,0,1,40.0,72,0
ML-21325,7,1,124,15,20,3,0,0,41.0,72,0
ML-21326,6,4,108,11,6,4,0,0,39.0,2,1
ML-21327,0,2,111,12,22,4,0,0,39.0,24,1
ML-21328,1,2,113,13,5,4,0,0,38.0,24,1
ML-21329,2,1,108,11,20,0,0,0,39.0,72,0
ML-21330,1,2,117,13,11,3,0,1,38.0,24,1
ML-21331,0,2,109,12,3,3,0,0,39.0,24,1
ML-21332,7,1,128,15,22,6,1,0,41.0,72,0
ML-21333,1,4,105,11,23,4,0,0,38.0,2,1
ML-21334,0,3,119,12,20,1,0,0,39.0,8,1
ML-21335,4,3,96,11,18,3,0,1,39.0,8,1
ML-21336,8,2,114,13,14,0,0,1,38.0,24,1
ML-21337,2,2,128,15,4,2,0,0,39.0,24,1
ML-21338,1,3,123,15,20,5,1,0,38.0,8,1
ML-21339,9,2,95,11,1,0,0,0,40.0,24,1
ML-21340,6,1,120,15,2,4,0,0,39.0,72,0
ML-21341,9,4,117,15,18,5,1,1,40.0,2,1
ML-21342,5,1,99,11,10,0,0,1,39.0,72,0
ML-21343,8,1,106,15,0,6,1,0,38.0,72,0
ML-21344,9,2,95,11,23,3,0,0,40.0,24,1
ML-21345,5,4,97,11,18,1,0,1,39.0,2,1
ML-21346,4,1,100,11,13,2,0,1,39.0,72,0
ML-21347,2,1,122,15,13,0,0,1,39.0,72,0
ML-21348,3,2,97,11,10,2,0,1,39.0,24,1
ML-21349,8,2,128,15,14,0,0,1,38.0,24,1
ML-21350,8,4,124,15,23,2,0,0,38.0,2,1
ML-21351,7,1,120,15,3,1,0,0,41.0,72,0
ML-21352,3,2,95,11,15,4,0,1,39.0,24,1
ML-21353,9,4,101,15,15,4,0,1,40.0,2,1
ML-21354,6,2,110,11,19,2,0,0,39.0,24,1
ML-21355,1,3,97,11,0,3,0,0,38.0,8,1
ML-21356,7,4,122,15,17,1,0,1,41.0,2,1
ML-21357,3,3,123,15,11,2,0,1,39.0,8,1
ML-21358,8,1,120,13,10,4,0,1,38.0,72,0
ML-21359,8,1,132,17,22,1,0,0,38.0,72,0
ML-21360,6,3,116,13,6,3,0,0,39.0,8,1
ML-21361,9,2,93,11,6,0,0,0,40.0,24,1
ML-21362,8,2,98,11,7,5,1,0,38.0,24,1
ML-21363,9,2,109,13,6,1,0,0,40.0,24,1
ML-21364,1,3,99,11,18,2,0,1,38.0,8,1
ML-21365,3,4,113,13,12,4,0,1,39.0,2,1
ML-21366,0,3,107,12,19,5,1,0,39.0,8,1
ML-21367,2,4,100,11,22,1,0,0,39.0,2,1
ML-21368,8,2,126,15,1,3,0,0,38.0,24,1
ML-21369,8,4,96,11,7,4,0,0,38.0,2,1
ML-21370,7,2,98,11,12,6,1,1,41.0,24,1
ML-21371,4,4,104,11,13,5,1,1,39.0,2,1
ML-21372,1,1,111,13,0,0,0,0,38.0,72,0
ML-21373,1,3,117,15,22,1,0,0,38.0,8,1
ML-21374,0,3,117,14,1,4,0,0,39.0,8,1
ML-21375,8,1,122,15,1,6,1,0,38.0,72,0
ML-21376,4,2,100,11,13,0,0,1,39.0,24,1
ML-21377,7,3,120,15,9,2,0,1,41.0,8,1
ML-21378,8,1,120,15,8,3,0,1,38.0,72,0
ML-21379,5,1,99,11,11,5,1,1,39.0,72,0
ML-21380,5,1,97,11,9,2,0,1,39.0,72,0
ML-21381,7,2,128,15,22,0,0,0,41.0,24,1
ML-21382,1,2,109,11,5,0,0,0,38.0,24,1
ML-21383,5,1,119,13,13,1,0,1,39.0,72,0
ML-21384,9,1,95,11,12,2,0,1,40.0,72,0
ML-21385,7,3,98,11,23,2,0,0,41.0,8,1
ML-21386,6,3,120,13,18,6,1,1,39.0,8,1
ML-21387,9,3,127,17,11,6,1,1,40.0,8,1
ML-21388,3,2,99,11,4,5,1,0,39.0,24,1
ML-21389,6,3,120,13,8,1,0,1,39.0,8,1
ML-21390,1,1,93,11,5,4,0,0,38.0,72,0
ML-21391,0,3,109,12,17,6,1,1,39.0,8,1
ML-21392,7,1,100,11,19,5,1,0,41.0,72,0
ML-21393,6,2,126,15,22,1,0,0,39.0,24,1
ML-21394,9,2,115,15,3,0,0,0,40.0,24,1
ML-21395,7,3,104,11,0,4,0,0,41.0,8,1
ML-21396,8,3,104,11,17,0,0,1,38.0,8,1
ML-21397,9,2,105,11,17,6,1,1,40.0,24,1
ML-21398,5,2,95,11,14,2,0,1,39.0,24,1
ML-21399,5,4,131,17,14,0,0,1,39.0,2,1
ML-21400,3,1,95,11,14,5,1,1,39.0,72,0
ML-21401,9,3,103,11,4,4,0,0,40.0,8,1
ML-21402,6,1,106,15,8,0,0,1,39.0,72,0
ML-21403,5,1,125,15,5,2,0,0,39.0,72,0
ML-21404,8,3,122,15,16,5,1,1,38.0,8,1
ML-21405,8,4,132,17,13,5,1,1,38.0,2,1
ML-21406,0,1,119,12,12,2,0,1,39.0,72,0
ML-21407,5,1,107,11,13,4,0,1,39.0,72,0
ML-21408,8,2,108,11,9,4,0,1,38.0,24,1
ML-21409,1,3,107,13,0,4,0,0,38.0,8,1
ML-21410,6,2,98,11,17,6,1,1,39.0,24,1
ML-21411,1,1,99,11,18,6,1,1,38.0,72,0
ML-21412,4,1,98,11,5,3,0,0,39.0,72,0
ML-21413,8,1,102,11,14,3,0,1,38.0,72,0
ML-21414,2,1,112,11,10,0,0,1,39.0,72,0
ML-21415,4,3,98,11,1,1,0,0,39.0,8,1
ML-21416,7,2,110,13,20,0,0,0,41.0,24,1
ML-21417,9,4,109,13,1,1,0,0,40.0,2,1
ML-21418,7,1,102,11,6,5,1,0,41.0,72,0
ML-21419,7,3,100,11,10,1,0,1,41.0,8,1
ML-21420,9,4,123,15,7,1,0,0,40.0,2,1
ML-21421,9,1,93,11,9,4,0,1,40.0,72,0
ML-21422,4,1,100,11,13,1,0,1,39.0,72,0
ML-21423,1,3,103,15,0,2,0,0,38.0,8,1
ML-21424,2,3,126,15,11,6,1,1,39.0,8,1
ML-21425,8,1,100,11,7,1,0,0,38.0,72,0
ML-21426,5,3,99,11,20,0,0,0,39.0,8,1
ML-21427,9,3,103,11,17,6,1,1,40.0,8,1
ML-21428,9,2,95,11,12,2,0,1,40.0,24,1
ML-21429,6,1,100,11,19,5,1,0,39.0,72,0
ML-21430,2,4,110,13,7,5,1,0,39.0,2,1
ML-21431,7,3,112,11,19,0,0,0,41.0,8,1
ML-21432,9,2,91,11,18,1,0,1,40.0,24,1
ML-21433,1,1,95,11,7,3,0,0,38.0,72,0
ML-21434,6,4,122,15,23,1,0,0,39.0,2,1
ML-21435,2,2,108,11,13,3,0,1,39.0,24,1
ML-21436,1,4,95,11,0,3,0,0,38.0,2,1
ML-21437,7,2,96,11,14,1,0,1,41.0,24,1
ML-21438,4,3,128,15,16,6,1,1,39.0,8,1
ML-21439,4,1,110,11,13,3,0,1,39.0,72,0
ML-21440,2,1,118,11,16,4,0,1,39.0,72,0
ML-21441,7,4,132,17,12,2,0,1,41.0,2,1
ML-21442,5,1,99,11,2,0,0,0,39.0,72,0
ML-21443,5,2,99,11,20,0,0,0,39.0,24,1
ML-21444,4,4,96,11,20,4,0,0,39.0,2,1
ML-21445,1,3,101,11,20,4,0,0,38.0,8,1
ML-21446,9,1,127,17,9,0,0,1,40.0,72,0
ML-21447,6,4,120,13,20,0,0,0,39.0,2,1
ML-21448,4,2,132,17,14,6,1,1,39.0,24,1
ML-21449,2,2,120,15,22,4,0,0,39.0,24,1
ML-21450,8,2,106,15,22,4,0,0,38.0,24,1
ML-21451,5,2,115,13,15,2,0,1,39.0,24,1
ML-21452,4,2,126,15,3,6,1,0,39.0,24,1
ML-21453,0,3,105,12,11,0,0,1,39.0,8,1
ML-21454,4,4,126,15,16,4,0,1,39.0,2,1
ML-21455,5,3,131,17,20,4,0,0,39.0,8,1
ML-21456,8,2,120,13,10,4,0,1,38.0,24,1
ML-21457,9,2,93,11,8,6,1,1,40.0,24,1
ML-21458,9,3,91,11,22,1,0,0,40.0,8,1
ML-21459,9,2,91,11,10,2,0,1,40.0,24,1
ML-21460,1,4,111,13,6,3,0,0,38.0,2,1
ML-21461,3,2,129,17,23,4,0,0,39.0,24,1
ML-21462,6,1,104,11,14,0,0,1,39.0,72,0
ML-21463,7,1,120,13,4,5,1,0,41.0,72,0
ML-21464,9,2,105,13,22,0,0,0,40.0,24,1
ML-21465,5,1,97,11,0,1,0,0,39.0,72,0
ML-21466,8,1,126,15,15,5,1,1,38.0,72,0
ML-21467,9,2,123,15,16,6,1,1,40.0,24,1
